Date,QB,RB1,RB2,WR1,WR2,WR3,TE,UTIL,D,Total
2009-08-20,6.9,5.1,3.6,5.4,4.3,8.4,10.4,6.1,3.0,53.2
2009-08-20,10.6,9.2,23.7,6.0,6.5,4.9,2.7,9.2,4.0,76.8
2009-08-20,5.5,5.6,3.6,7.9,7.8,11.6,10.4,17.3,9.0,78.7
2009-08-20,8.8,3.3,5.7,8.4,9.6,4.2,10.8,2.5,10.0,63.3
2009-08-20,4.6,10.9,5.8,4.9,9.0,6.0,7.3,5.4,4.0,57.9
2009-08-20,10.7,3.6,9.2,7.8,4.3,4.1,3.5,6.9,12.0,62.1
2009-08-20,8.5,2.4,3.5,3.4,12.7,4.0,4.1,4.4,9.0,52.0
2009-08-20,6.7,3.5,3.5,3.4,4.4,7.1,3.4,4.3,3.0,39.3
2009-08-20,11.9,14.6,3.3,4.5,6.9,12.7,3.5,5.0,8.0,70.4
2009-08-22,8.2,8.6,6.3,8.1,10.5,15.1,2.3,3.9,13.0,76.0
2009-08-22,5.5,5.6,7.3,3.2,8.1,3.1,3.4,6.0,11.0,53.2
2009-08-22,5.1,6.1,3.9,3.3,4.0,5.1,10.8,10.9,4.0,53.2
2009-08-22,10.7,2.7,4.7,4.9,5.9,7.1,5.3,9.0,12.0,62.3
2009-08-22,5.1,3.9,9.7,9.2,4.1,9.6,3.7,3.1,4.0,52.4
2009-08-22,10.7,3.3,10.8,4.0,14.2,9.0,7.3,3.0,4.0,66.3
2009-08-22,10.6,14.6,14.4,5.0,3.7,10.9,17.5,12.7,12.0,101.4
2009-08-22,6.4,5.5,2.4,9.6,4.1,3.4,3.6,4.8,4.0,43.8
2009-08-22,8.2,5.7,8.6,15.6,4.3,9.3,3.6,3.5,7.0,65.8
2009-08-22,9.9,4.7,3.9,4.0,10.9,4.1,3.0,4.3,12.0,56.8
2009-08-24,9.4,5.5,2.4,3.2,12.0,5.0,7.2,3.0,7.0,54.7
