Date,QB1,QB2,RB1,RB2,WR1,WR2,WR3,TE,UTIL,Total
2011-01-01,4.8,23.1,3.1,3.8,12.9,3.3,20.3,6.2,17.7,95.2
2011-01-01,8.8,21.6,20.6,17.2,10.3,4.3,11.4,9.5,10.2,113.9
2011-09-01,18.6,16.7,17.6,3.2,31.2,39.0,3.2,2.4,12.1,144.0
2011-09-01,21.2,14.8,2.3,2.5,7.4,3.7,11.4,4.7,27.1,95.1
2011-09-01,24.2,11.1,2.2,10.5,11.4,12.1,4.6,2.4,7.8,86.3
2011-09-01,11.9,18.6,17.4,3.5,31.2,17.0,5.1,3.9,12.8,121.4
2011-09-01,10.5,16.7,4.5,10.0,4.7,9.6,14.9,5.9,14.9,91.7
2011-09-01,14.8,10.5,24.7,37.6,3.3,5.1,3.7,7.3,3.2,110.2
2011-09-01,11.9,15.2,37.6,39.0,6.7,11.4,3.1,2.4,2.1,129.4
2011-09-01,9.8,11.9,15.4,2.3,12.1,9.3,12.2,5.9,4.5,83.4
2011-09-01,15.2,20.0,2.5,35.7,5.3,8.5,6.3,6.2,7.3,107.0
2011-09-01,26.2,12.8,9.4,3.4,5.3,16.0,11.4,7.3,2.4,94.2
2011-09-03,26.6,21.1,18.8,29.5,4.3,16.2,55.5,5.7,17.2,194.9
2011-09-03,6.8,38.8,3.2,2.6,4.5,11.7,6.0,8.0,4.5,86.1
2011-09-03,6.5,25.1,11.4,16.4,7.8,4.1,10.6,2.4,8.6,92.9
2011-09-03,26.5,8.5,8.9,6.0,12.9,4.6,8.9,10.2,13.7,100.2
2011-09-03,18.7,7.5,12.9,3.9,3.4,19.5,13.8,2.4,8.2,90.3
2011-09-03,26.4,26.6,5.1,11.5,4.2,9.8,11.8,2.3,2.3,100.0
2011-09-03,6.3,32.7,2.6,2.7,4.9,4.4,6.2,5.0,7.3,72.1
2011-09-03,12.9,5.2,5.8,32.6,3.0,8.0,16.2,14.3,3.5,101.5
2011-09-03,10.6,8.5,6.5,16.6,5.4,8.3,19.8,9.4,8.2,93.3
2011-09-03,5.6,26.9,9.3,3.9,4.2,4.1,16.2,5.9,26.1,102.2
2011-09-10,21.9,5.8,10.7,4.1,11.3,10.0,9.2,2.1,8.4,83.5
2011-09-10,17.9,21.8,11.4,11.0,24.0,6.4,9.6,13.0,28.4,143.5
2011-09-10,7.3,4.3,3.1,6.1,5.6,5.5,28.5,2.4,6.6,69.4
2011-09-10,7.3,30.7,6.1,33.9,6.9,9.8,13.5,9.1,14.5,131.8
2011-09-10,9.3,8.2,15.1,3.0,5.5,2.8,5.2,6.1,4.3,59.5
2011-09-10,17.6,9.3,13.2,17.5,17.1,25.9,5.2,3.0,7.1,115.9
2011-09-10,21.8,9.3,3.7,8.1,20.4,4.8,3.3,9.5,2.6,83.5
2011-09-10,17.3,8.5,15.0,12.1,5.1,3.6,4.3,13.6,7.7,87.2
2011-09-10,7.6,23.3,20.4,33.9,7.9,7.2,10.9,2.1,32.9,146.2
2011-09-10,8.7,27.0,13.9,6.3,24.8,11.4,2.8,7.5,26.8,129.2
2011-09-17,5.5,13.1,29.2,3.7,20.5,7.9,26.2,31.7,10.5,148.3
2011-09-17,11.3,16.0,16.5,4.2,19.9,3.8,11.5,11.9,7.4,102.5
2011-09-17,21.0,6.4,3.4,2.8,5.8,28.3,7.2,18.1,24.0,117.0
2011-09-17,6.5,11.8,8.1,3.9,10.7,12.1,10.6,15.2,4.3,83.2
2011-09-17,8.1,4.6,3.9,2.0,16.4,4.4,6.2,6.2,2.1,53.9
2011-09-17,21.0,14.8,7.6,2.1,17.2,25.3,3.9,2.4,10.1,104.4
2011-09-17,14.9,12.6,17.1,17.4,28.7,22.8,4.6,7.1,9.5,134.7
2011-09-17,15.1,21.9,18.7,16.2,2.9,20.5,23.4,5.6,6.1,130.4
2011-09-17,16.1,35.9,11.8,4.2,6.7,5.7,3.3,2.6,18.1,104.4
2011-09-17,4.2,15.2,3.2,11.1,32.6,3.9,5.6,14.1,2.9,92.8
2011-09-24,25.9,23.8,19.1,2.1,5.1,8.9,3.5,4.2,9.6,102.2
2011-09-24,28.6,11.5,13.7,5.8,17.2,3.4,9.5,7.6,24.5,121.8
2011-09-24,17.4,16.0,33.1,30.8,5.5,3.5,4.7,8.8,6.9,126.7
2011-09-24,11.2,12.3,2.1,19.0,22.3,9.3,11.0,7.1,3.5,97.8
2011-09-24,36.7,20.0,3.1,2.3,8.4,15.6,30.8,2.5,5.7,125.1
2011-09-24,8.1,26.6,5.0,11.2,10.0,13.1,26.6,16.7,4.2,121.5
2011-09-24,38.1,29.7,7.6,7.7,17.4,25.1,39.5,7.1,9.9,182.1
2011-09-24,12.6,9.7,7.0,3.9,24.6,6.2,4.3,14.2,10.6,93.1
2011-09-24,6.4,11.2,14.4,24.5,6.5,6.1,6.2,10.2,4.2,89.7
2011-09-24,11.3,11.2,25.6,4.6,8.9,19.2,7.3,4.4,8.1,100.6
2011-10-01,6.7,13.4,3.2,3.3,9.4,3.7,16.7,2.3,3.2,61.9
2011-10-01,14.5,39.0,2.1,5.4,16.7,9.4,9.5,8.2,9.4,114.2
2011-10-01,12.5,46.9,4.8,2.0,23.3,10.0,3.7,2.8,13.6,119.6
2011-10-01,6.1,17.3,18.0,2.2,3.4,3.1,28.0,13.6,4.8,96.5
2011-10-01,4.6,25.8,26.8,2.4,11.1,15.4,4.4,3.6,7.2,101.3
2011-10-01,40.1,14.7,8.1,2.9,18.4,6.8,52.6,11.1,18.2,172.9
2011-10-01,14.6,9.1,25.9,6.9,9.6,10.4,4.1,5.3,7.5,93.4
2011-10-01,39.0,34.4,3.2,7.5,4.0,10.3,18.9,4.1,26.6,148.0
2011-10-01,17.0,7.7,7.3,3.1,6.4,18.2,3.8,2.8,8.5,74.8
2011-10-01,9.6,20.6,13.4,21.3,36.6,25.2,10.3,13.6,7.5,158.1
2011-10-08,10.6,11.2,20.3,10.2,3.3,6.3,9.1,4.7,8.0,83.7
2011-10-08,31.4,21.0,3.8,15.8,5.5,10.6,4.0,22.1,11.6,125.8
2011-10-08,33.8,7.0,18.9,15.6,8.0,30.1,2.8,5.1,2.8,124.1
2011-10-08,26.0,29.6,20.4,3.0,43.6,3.1,19.9,11.8,5.0,162.4
2011-10-08,25.0,17.0,7.1,4.0,4.1,11.0,6.1,3.6,15.3,93.2
2011-10-08,41.5,11.2,3.0,8.2,7.3,6.7,25.6,2.4,7.0,112.9
2011-10-08,4.9,7.0,27.5,4.7,20.1,4.7,8.4,2.9,4.0,84.2
2011-10-08,8.9,17.6,6.5,3.8,13.7,4.2,7.3,4.3,17.5,83.8
2011-10-08,7.4,9.2,12.5,8.5,4.0,4.9,12.1,8.8,15.6,83.0
2011-10-08,14.5,7.0,6.0,21.3,39.8,6.3,9.3,23.1,26.5,153.8
2011-10-15,6.4,6.1,50.3,30.2,10.2,6.7,18.2,2.3,22.1,152.5
2011-10-15,7.1,21.0,5.1,8.1,15.7,7.3,5.0,7.3,2.8,79.4
2011-10-15,17.8,32.7,5.1,36.2,6.1,9.7,3.0,7.3,4.2,122.1
2011-10-15,31.0,8.6,25.1,3.9,16.6,5.4,6.6,7.3,3.6,108.1
2011-10-15,9.9,8.1,20.7,4.1,3.8,5.6,6.1,5.7,7.7,71.7
2011-10-15,31.4,32.7,4.8,9.7,4.3,5.2,12.5,3.1,13.7,117.4
2011-10-15,13.6,27.4,3.4,20.7,14.0,3.0,3.4,3.3,6.7,95.5
2011-10-15,9.9,9.9,3.5,14.7,14.0,9.8,6.2,5.0,2.1,75.1
2011-10-15,11.3,31.0,15.7,13.3,13.4,23.4,18.1,2.3,11.9,140.4
2011-10-15,17.6,27.7,15.7,2.6,3.2,5.4,11.9,2.8,4.6,91.5
2011-10-22,14.6,16.3,9.3,6.2,30.5,9.7,33.7,8.7,3.4,132.4
2011-10-22,7.0,29.7,8.3,33.1,12.2,10.5,13.2,4.6,13.4,132.0
2011-10-22,20.2,20.3,2.5,18.6,17.2,7.9,4.0,8.6,8.4,107.7
2011-10-22,20.2,14.6,4.7,3.2,5.4,13.4,5.2,5.4,3.6,75.7
2011-10-22,23.9,20.3,5.1,19.6,12.2,12.6,23.9,3.3,8.0,128.9
2011-10-22,20.9,12.8,6.6,20.3,4.6,21.2,12.6,8.8,7.1,114.9
2011-10-22,8.9,18.5,10.1,26.7,12.2,7.5,16.0,9.0,3.2,112.1
2011-10-22,7.9,30.5,9.3,10.7,3.0,7.0,12.9,5.3,26.2,112.8
2011-10-22,14.9,12.8,30.6,18.5,17.5,20.7,4.6,5.8,3.3,128.7
2011-10-22,11.1,12.8,24.5,2.4,18.5,3.0,3.8,2.8,5.8,84.7
2011-10-29,20.4,33.8,3.0,7.7,13.6,19.8,4.0,2.8,11.3,116.4
2011-10-29,5.2,21.0,64.4,7.6,10.1,3.2,6.8,17.7,9.1,145.1
2011-10-29,36.8,41.2,5.5,7.6,10.6,12.9,7.2,5.2,37.0,164.0
2011-10-29,5.2,18.0,3.8,3.2,33.8,3.5,6.5,11.7,3.3,89.0
2011-10-29,19.8,20.7,3.4,29.0,21.6,22.8,4.3,2.7,21.3,145.6
2011-10-29,16.0,19.8,28.9,18.6,3.8,11.3,8.1,2.2,12.8,121.5
2011-10-29,18.0,33.8,8.8,11.6,11.2,3.5,24.0,9.3,5.2,125.4
2011-10-29,30.9,16.0,2.3,7.6,10.1,2.9,7.8,2.8,4.2,84.6
2011-10-29,25.1,16.8,5.3,3.4,4.8,11.2,12.5,3.6,2.1,84.8
2011-10-29,26.5,13.0,2.3,32.4,5.0,6.8,10.0,2.6,15.5,114.1
2011-11-05,5.2,12.6,7.2,5.3,4.0,17.3,19.2,17.0,13.6,101.4
2011-11-05,37.1,11.9,4.4,33.4,29.5,10.1,7.7,3.2,8.5,145.8
2011-11-05,21.5,18.5,24.3,3.7,11.2,27.7,13.1,6.6,16.5,143.1
2011-11-05,9.4,15.9,7.1,2.4,18.7,4.9,15.6,2.1,8.3,84.4
2011-11-05,11.6,10.5,3.6,3.2,5.2,19.4,8.2,2.6,4.0,68.3
2011-11-05,22.5,4.9,14.0,30.3,4.0,9.8,3.9,10.6,14.8,114.8
2011-11-05,19.1,33.0,23.5,18.5,7.8,14.4,4.2,8.9,6.9,136.3
2011-11-05,23.4,22.0,13.6,11.4,11.0,9.6,11.9,3.4,2.9,109.2
2011-11-05,24.9,12.8,16.5,9.1,5.5,9.3,14.0,2.3,22.1,116.5
2011-11-05,15.7,28.9,3.9,14.9,6.6,4.7,10.1,18.4,5.9,109.1
2011-11-12,7.9,30.3,17.1,19.5,19.1,13.9,16.7,2.1,3.4,130.0
2011-11-12,19.9,6.4,13.9,32.3,6.9,21.3,51.9,20.7,6.7,180.0
2011-11-12,22.5,10.6,3.2,12.4,28.1,7.1,21.0,4.4,8.7,118.0
2011-11-12,22.5,43.8,5.7,8.5,3.8,33.0,10.0,11.2,15.5,154.0
2011-11-12,23.0,20.3,5.0,2.5,14.8,16.2,18.6,7.3,9.2,116.9
2011-11-12,30.3,16.7,2.1,22.7,8.2,8.9,25.2,4.3,18.3,136.7
2011-11-12,6.1,12.6,7.1,29.6,3.3,7.2,3.4,6.5,13.9,89.7
2011-11-12,30.8,32.0,4.2,3.7,14.5,18.9,3.1,22.3,18.1,147.6
2011-11-12,5.4,19.9,5.2,2.4,3.0,31.7,26.4,9.6,13.7,117.3
2011-11-12,10.3,21.4,4.6,7.2,4.4,6.2,6.6,3.7,4.8,69.2
2011-11-19,22.9,22.0,14.7,4.9,5.8,5.3,8.8,7.9,33.2,125.5
2011-11-19,30.0,28.3,8.6,4.0,19.4,33.3,5.2,8.3,9.2,146.3
2011-11-19,28.3,13.7,4.0,22.6,2.9,8.4,9.9,21.8,5.3,116.9
2011-11-19,28.9,7.4,5.7,7.8,25.2,6.3,5.4,2.2,3.4,92.3
2011-11-19,8.6,32.2,9.8,16.1,8.7,14.8,5.3,5.3,23.8,124.6
2011-11-19,22.9,11.8,15.6,3.3,19.9,5.8,10.9,10.5,6.2,106.9
2011-11-19,17.4,9.4,4.0,16.7,36.6,7.3,2.9,22.0,3.2,119.5
2011-11-19,8.5,29.3,2.3,5.7,23.6,4.7,13.5,9.3,8.6,105.5
2011-11-19,30.8,29.0,2.3,34.0,15.0,11.5,2.9,7.1,16.7,149.3
2011-11-19,13.7,17.2,10.6,3.5,3.5,8.5,2.9,10.5,14.0,84.4
2011-11-25,12.5,46.1,16.0,11.0,53.1,9.2,3.3,3.5,6.5,161.2
2011-11-25,20.0,7.3,20.6,2.3,6.1,2.9,19.2,2.4,11.1,91.9
2011-11-25,4.6,8.9,11.1,23.5,3.7,5.0,13.6,2.2,3.7,76.3
2011-11-25,15.9,7.3,14.1,2.5,10.0,22.9,8.3,2.9,3.0,86.9
2011-11-25,46.1,9.6,5.2,17.2,6.9,5.7,39.5,3.2,13.7,147.1
2011-11-25,23.5,40.2,31.2,2.2,7.2,9.4,31.4,2.2,6.9,154.2
2011-11-25,40.2,15.9,7.4,8.0,5.6,4.0,14.3,4.8,26.6,126.8
2011-11-25,14.5,15.6,5.2,3.4,25.4,5.1,5.7,7.3,39.5,121.7
2011-11-25,46.1,4.6,21.6,7.4,6.5,7.8,9.4,9.5,11.1,124.0
2011-11-25,21.6,13.4,9.6,5.2,13.7,16.0,9.4,3.0,7.8,99.7
2011-11-26,39.1,5.8,12.8,3.3,13.2,36.9,6.7,10.6,3.2,131.6
2011-11-26,14.6,12.2,13.6,4.3,8.3,9.0,21.9,14.4,2.1,100.4
2011-11-26,17.3,7.2,25.2,37.6,3.3,11.6,30.0,14.5,3.5,150.2
2011-11-26,37.6,7.2,7.5,15.1,3.2,5.5,5.2,8.7,5.1,95.1
2011-11-26,9.3,14.7,3.1,3.1,5.2,4.3,3.6,20.6,3.3,67.2
2011-11-26,6.2,8.7,8.2,7.4,21.8,12.6,16.1,10.2,12.3,103.5
2011-11-26,15.9,39.1,31.8,2.4,18.9,23.7,3.1,13.2,6.9,155.0
2011-11-26,24.4,25.0,3.0,5.7,11.2,16.3,23.2,9.5,3.2,121.5
2011-11-26,16.5,19.0,21.4,2.5,4.5,3.3,2.9,4.7,23.9,98.7
2011-11-26,24.2,18.7,8.2,21.7,12.5,3.6,13.2,5.7,28.5,136.3
2011-12-03,14.3,21.6,12.2,3.3,7.1,8.8,13.3,4.3,18.8,103.7
2011-12-03,19.7,8.8,9.1,24.2,40.6,19.5,16.7,4.6,42.3,185.5
2011-12-03,8.7,20.6,23.7,8.0,21.5,19.1,13.0,2.2,4.2,121.0
2011-12-03,11.8,4.8,37.2,4.7,30.9,3.5,9.8,3.7,9.0,115.4
2011-12-03,11.8,21.5,2.9,2.2,19.0,3.5,6.0,4.2,3.2,74.3
2011-12-03,22.6,6.0,12.2,3.5,4.1,4.6,18.8,3.4,9.0,84.2
2011-12-03,22.6,8.0,25.7,18.9,3.1,2.8,7.8,21.5,4.3,114.7
2011-12-03,11.7,22.5,2.1,6.7,3.9,23.4,4.4,4.7,6.3,85.7
2011-12-03,22.5,29.2,14.0,12.5,10.9,44.1,11.3,3.2,6.1,153.8
2011-12-03,26.7,8.8,9.1,15.8,7.1,19.6,8.1,4.6,3.7,103.5
2012-01-02,21.6,11.3,3.5,11.9,3.4,22.9,52.8,13.8,13.6,154.8
2012-01-02,35.3,16.5,3.0,3.0,15.3,3.9,6.0,2.2,16.2,101.4
2012-01-02,35.3,11.3,3.0,3.5,6.9,3.3,52.8,13.8,10.7,140.6
2012-01-02,16.5,11.3,11.3,34.5,22.9,15.7,11.8,2.7,13.4,140.1
2012-01-02,27.4,37.3,3.5,3.0,47.8,35.8,28.0,3.2,3.1,189.1
2012-01-02,14.9,23.6,37.8,3.0,12.5,12.2,9.0,3.5,3.0,119.5
2012-01-02,23.6,26.6,25.7,13.2,15.3,7.4,13.4,2.8,3.0,131.0
2012-01-02,35.3,27.4,3.5,22.0,35.8,3.0,9.0,2.8,6.7,145.5
2012-01-02,26.6,14.9,6.7,11.3,28.0,6.0,35.8,21.5,3.5,154.3
2012-01-02,26.6,16.5,11.9,5.3,38.8,3.3,3.9,13.8,22.0,142.1
2012-08-30,7.3,16.1,16.5,35.3,17.4,3.2,4.6,7.2,4.5,112.1
2012-08-30,5.2,27.9,7.5,3.3,3.7,4.7,4.4,3.4,7.1,67.2
2012-08-30,10.8,29.4,6.3,4.4,10.7,4.5,15.4,3.0,2.9,87.4
2012-08-30,29.4,5.4,2.6,5.2,10.4,4.2,17.3,3.4,4.3,82.2
2012-08-30,18.2,16.1,5.3,27.7,4.1,7.4,5.4,2.6,4.7,91.5
2012-08-30,15.9,4.3,31.7,2.2,18.1,25.4,10.2,2.6,4.1,114.5
2012-08-30,15.7,27.9,3.3,24.2,2.8,4.1,3.8,8.5,11.3,101.6
2012-08-30,27.9,7.2,7.1,7.5,4.5,16.1,3.8,4.3,4.7,83.1
2012-08-30,14.6,21.0,4.4,6.3,18.1,12.9,8.1,3.0,3.1,91.5
2012-08-30,4.5,7.2,9.2,19.2,10.2,4.8,3.9,4.3,17.5,80.8
2012-09-01,20.3,20.2,21.7,10.8,4.4,8.8,4.1,2.2,8.3,100.8
2012-09-01,15.0,12.0,27.3,3.9,12.7,34.4,6.0,2.1,11.0,124.4
2012-09-01,14.9,23.4,7.1,10.8,16.2,3.5,20.0,3.0,3.0,101.9
2012-09-01,12.5,13.1,7.1,3.2,20.0,4.8,8.0,9.5,5.5,83.7
2012-09-01,13.1,6.3,3.8,2.7,9.9,6.4,9.8,14.1,3.2,69.3
2012-09-01,12.0,41.4,3.5,3.6,3.3,12.1,5.8,12.2,6.1,100.0
2012-09-01,8.6,5.7,5.0,14.3,6.9,5.9,7.3,2.2,29.1,85.0
2012-09-01,23.9,13.7,16.7,6.0,3.5,7.1,3.8,9.5,32.6,116.8
2012-09-01,15.5,15.8,25.8,19.4,5.9,5.9,13.3,3.3,10.0,114.9
2012-09-01,19.2,8.1,33.9,9.3,12.3,11.6,5.3,8.8,13.3,121.8
2012-09-08,28.8,10.3,6.4,16.0,8.5,13.6,8.4,2.5,7.2,101.7
2012-09-08,9.3,14.3,10.5,4.0,5.8,2.9,4.7,3.5,2.2,57.2
2012-09-08,19.5,18.3,6.6,7.2,41.4,22.1,19.8,13.3,38.0,186.2
2012-09-08,11.8,14.2,15.6,2.3,7.6,3.1,3.4,6.4,11.2,75.6
2012-09-08,8.7,6.9,13.0,3.3,24.0,3.7,4.5,14.5,16.5,95.1
2012-09-08,12.4,17.7,12.2,12.5,15.0,16.6,46.1,6.0,39.6,178.1
2012-09-08,34.2,5.6,6.8,14.3,10.5,5.6,8.5,8.3,10.4,104.2
2012-09-08,20.9,25.9,12.5,9.2,4.2,9.4,14.1,19.9,21.4,137.5
2012-09-08,17.5,20.5,3.7,2.6,4.3,4.8,5.7,5.6,4.2,68.9
2012-09-08,8.9,16.0,14.9,8.5,3.0,16.4,3.3,3.3,11.2,85.5
2012-09-15,28.6,8.4,3.6,36.1,14.9,9.4,5.8,5.7,20.6,133.1
2012-09-15,9.7,30.7,2.3,12.1,5.1,7.5,11.2,7.9,4.6,91.1
2012-09-15,6.0,8.4,15.2,2.3,14.8,3.6,3.2,7.2,6.8,67.5
2012-09-15,12.5,12.4,4.1,3.0,3.2,6.7,6.5,14.5,3.1,66.0
2012-09-15,18.0,19.2,11.8,3.8,21.3,10.1,3.7,3.5,7.2,98.6
2012-09-15,42.2,21.1,5.7,36.1,16.4,5.7,3.4,6.2,3.5,140.3
2012-09-15,42.2,31.8,10.6,3.7,11.6,16.3,10.9,4.9,22.2,154.2
2012-09-15,8.6,6.0,26.4,25.5,17.6,13.3,25.7,3.6,7.8,134.5
2012-09-15,4.8,25.2,7.9,5.2,4.2,11.6,4.0,5.9,10.2,79.0
2012-09-15,5.2,21.3,10.5,5.2,9.8,3.2,4.5,4.1,7.6,71.4
2012-09-22,20.6,13.0,13.4,5.1,3.9,7.5,8.5,2.3,9.4,83.7
2012-09-22,8.2,51.9,11.6,15.4,7.5,2.8,10.8,7.7,34.4,150.3
2012-09-22,25.4,7.6,4.4,19.4,15.9,3.6,13.2,21.8,4.3,115.6
2012-09-22,28.3,29.9,21.9,8.2,3.9,19.2,19.8,2.8,18.2,152.2
2012-09-22,8.5,19.9,10.8,28.8,27.3,16.1,8.5,12.4,4.3,136.6
2012-09-22,14.9,7.6,8.2,17.2,6.7,20.0,4.3,4.9,21.2,105.0
2012-09-22,25.4,8.4,16.0,3.1,21.9,7.4,7.6,5.2,2.0,97.0
2012-09-22,10.4,5.6,3.6,9.4,6.9,3.3,21.6,3.0,9.8,73.6
2012-09-22,16.5,25.3,6.7,16.6,11.6,18.0,10.5,30.5,19.1,154.8
2012-09-22,20.4,5.1,16.8,3.1,10.5,5.1,2.9,9.4,7.2,80.5
2012-09-29,34.3,24.9,40.7,32.9,9.7,4.0,13.7,2.9,9.3,172.4
2012-09-29,19.0,24.4,12.0,22.2,2.9,9.3,4.1,7.1,5.2,106.2
2012-09-29,50.6,14.9,3.6,5.2,10.2,3.2,30.6,4.9,10.6,133.8
2012-09-29,23.3,64.3,2.9,12.2,28.5,4.0,30.0,3.1,11.1,179.4
2012-09-29,10.1,15.7,8.7,19.9,24.9,10.0,4.1,4.6,6.7,104.7
2012-09-29,7.2,27.3,3.3,6.3,3.5,13.7,4.5,8.5,6.9,81.2
2012-09-29,5.0,11.9,2.2,5.2,42.0,4.5,8.9,10.6,5.2,95.5
2012-09-29,30.7,17.1,14.3,2.9,3.7,4.7,28.4,10.0,4.2,116.0
2012-09-29,14.3,16.8,2.9,6.7,2.9,6.0,17.1,18.0,7.0,91.7
2012-09-29,67.3,5.2,3.3,2.2,19.1,4.1,4.3,2.9,5.2,113.6
2012-10-06,26.8,21.3,3.0,16.3,9.3,9.0,21.9,8.5,24.2,140.3
2012-10-06,12.8,32.7,30.6,15.2,13.3,11.7,3.4,2.5,17.9,140.1
2012-10-06,12.5,10.2,46.1,3.4,13.1,6.9,9.0,2.1,8.1,111.4
2012-10-06,16.6,21.4,3.7,29.6,16.6,3.9,7.2,8.4,31.3,138.7
2012-10-06,13.1,5.3,18.4,14.1,25.0,29.5,3.5,2.4,18.4,129.7
2012-10-06,17.5,14.8,19.3,16.6,6.7,3.6,15.6,3.6,5.6,103.3
2012-10-06,10.4,6.7,20.9,28.0,2.9,9.0,12.8,9.9,10.5,111.1
2012-10-06,30.5,19.5,28.0,8.9,15.6,24.9,21.3,8.3,2.4,159.4
2012-10-06,22.6,53.5,7.9,5.4,21.5,6.0,6.5,7.7,2.5,133.6
2012-10-06,32.2,11.5,5.1,24.4,5.3,23.8,5.4,3.8,5.7,117.2
2012-10-13,7.7,24.5,16.7,2.2,4.3,19.3,13.8,16.2,4.1,108.8
2012-10-13,39.3,6.7,7.3,2.7,4.7,15.8,3.3,31.0,8.7,119.5
2012-10-13,9.8,13.3,23.5,23.5,6.8,5.1,4.7,12.2,9.1,108.0
2012-10-13,21.9,22.9,29.4,11.7,7.5,5.1,15.7,2.6,2.1,118.9
2012-10-13,43.5,8.7,21.9,15.2,5.2,9.7,6.4,9.7,2.9,123.2
2012-10-13,12.3,22.8,6.0,8.6,31.1,9.5,18.3,5.5,7.0,121.1
2012-10-13,9.8,5.4,21.9,2.9,12.9,7.3,12.0,6.8,3.4,82.4
2012-10-13,21.8,45.2,13.4,23.1,4.2,18.1,4.8,7.8,26.2,164.6
2012-10-13,23.2,12.6,15.8,3.6,34.4,13.8,6.1,5.1,10.1,124.7
2012-10-13,12.6,8.8,4.1,4.0,13.8,13.1,2.9,9.5,11.2,80.0
2012-10-20,13.5,10.8,6.6,6.3,11.3,3.2,10.2,2.2,15.9,80.0
2012-10-20,5.8,19.2,38.5,7.1,3.5,12.6,3.0,3.3,7.4,100.4
2012-10-20,34.8,13.7,9.8,3.6,12.2,6.4,3.3,7.2,8.1,99.1
2012-10-20,11.5,29.2,12.6,10.9,4.5,6.0,8.7,15.2,7.6,106.2
2012-10-20,17.9,25.5,11.4,10.1,5.3,13.6,6.5,2.2,2.9,95.4
2012-10-20,6.2,31.9,18.4,14.6,6.0,10.6,8.0,14.5,7.1,117.3
2012-10-20,56.0,31.9,2.7,2.7,3.7,4.0,4.9,4.8,10.8,121.5
2012-10-20,11.5,21.7,7.1,12.7,6.4,6.6,13.6,9.6,9.1,98.3
2012-10-20,32.2,5.4,4.6,4.7,5.3,7.3,9.9,3.6,18.5,91.5
2012-10-20,41.2,31.9,18.1,8.4,13.2,10.5,3.2,8.5,6.4,141.4
2012-10-27,16.9,35.1,2.8,11.2,10.6,14.9,11.8,2.6,4.2,110.1
2012-10-27,37.2,10.4,48.1,18.5,7.1,4.8,11.7,25.8,19.5,183.1
2012-10-27,27.0,20.0,7.1,9.2,11.3,5.1,43.8,4.1,13.9,141.5
2012-10-27,18.9,20.7,17.1,10.5,16.1,3.6,37.7,14.5,5.4,144.5
2012-10-27,15.6,4.5,10.0,22.3,12.3,16.1,18.5,4.2,35.2,138.7
2012-10-27,24.0,4.4,21.4,6.1,11.6,6.7,15.3,11.9,35.7,137.1
2012-10-27,31.6,28.7,5.6,8.1,9.0,29.0,3.9,16.6,2.1,134.6
2012-10-27,20.0,10.3,4.2,2.8,4.1,48.8,8.8,4.6,34.4,138.0
2012-10-27,33.1,7.4,16.0,22.8,18.0,15.6,8.6,11.1,3.6,136.2
2012-10-27,4.6,17.6,27.7,20.7,6.2,13.5,43.8,2.8,7.0,143.9
2012-11-03,36.0,10.0,8.5,3.4,7.0,8.7,7.8,3.5,8.9,93.8
2012-11-03,29.5,19.0,3.7,7.5,16.7,31.2,5.9,7.8,9.6,130.9
2012-11-03,7.8,29.5,11.0,5.8,19.3,27.2,9.2,5.7,18.3,133.8
2012-11-03,15.2,6.1,11.9,17.6,6.0,7.3,3.1,25.1,27.9,120.2
2012-11-03,36.5,33.2,9.0,14.6,6.3,22.1,3.4,3.6,3.0,131.7
2012-11-03,33.7,14.3,2.4,2.7,10.2,10.8,13.2,2.5,33.4,123.2
2012-11-03,11.7,7.6,8.3,7.5,7.8,4.2,28.6,3.7,5.8,85.2
2012-11-03,8.7,10.9,23.6,9.7,13.0,14.3,7.5,9.9,7.0,104.6
2012-11-03,12.9,30.3,5.4,31.8,4.6,16.9,4.4,6.4,10.5,123.2
2012-11-03,15.6,13.0,20.5,2.2,6.0,8.8,20.1,7.3,6.4,99.9
2012-11-10,6.7,7.6,10.4,36.8,33.0,3.0,32.0,2.9,10.0,142.4
2012-11-10,13.6,27.2,5.5,15.1,3.3,16.1,3.9,12.6,3.1,100.4
2012-11-10,5.5,26.1,4.4,2.9,28.4,16.1,17.4,14.2,5.1,120.1
2012-11-10,5.5,32.1,5.3,3.2,17.7,5.5,9.6,3.5,4.5,86.9
2012-11-10,17.1,27.3,2.9,11.1,9.5,13.2,3.5,9.6,22.6,116.8
2012-11-10,4.1,12.5,22.6,12.8,2.9,5.4,10.4,9.3,4.3,84.3
2012-11-10,5.9,12.2,40.8,13.0,14.6,3.4,26.8,12.0,24.2,152.9
2012-11-10,36.2,27.7,6.1,6.1,6.5,7.0,4.6,10.6,3.5,108.3
2012-11-10,31.5,14.5,10.2,12.1,13.0,24.7,3.8,7.8,8.0,125.6
2012-11-10,7.6,7.1,7.9,2.4,26.8,9.5,3.3,10.4,9.2,84.2
2012-11-17,22.0,5.0,2.8,4.2,7.6,13.3,20.2,14.4,3.2,92.7
2012-11-17,26.2,26.6,13.2,4.7,10.6,5.3,6.9,4.5,8.1,106.1
