Date,P,C,1B,2B,SS,3B,OF1,OF2,OF3,Total
2010-09-08,50.5,3.0,12.0,12.0,12.0,9.0,6.0,6.0,8.5,119.0
2010-09-08,11.0,9.0,27.0,28.0,14.5,6.0,18.0,6.0,10.5,130.0
2010-09-08,18.5,12.0,18.0,15.0,6.0,11.0,13.5,3.0,11.5,108.5
2010-09-08,9.0,3.0,6.0,23.5,6.0,11.0,6.0,12.0,26.5,103.0
2010-09-08,7.0,30.0,27.0,28.5,6.0,30.0,3.0,6.0,9.0,146.5
2010-09-08,30.5,3.0,9.0,5.0,51.0,20.0,3.0,6.0,6.0,133.5
2010-09-09,43.5,5.0,38.5,8.5,5.0,6.0,3.0,11.5,33.0,154.0
2010-09-09,9.0,5.5,27.0,6.0,14.5,6.0,3.0,24.0,12.0,107.0
2010-09-09,5.0,6.0,26.0,5.5,30.0,27.0,27.0,29.0,3.0,158.5
2010-09-09,9.0,3.0,19.5,32.5,9.0,6.0,11.5,9.0,13.5,113.0
2010-09-09,5.0,6.0,19.5,11.5,18.0,27.0,6.0,5.5,19.5,118.0
2010-09-09,19.5,6.0,38.5,32.5,5.0,27.0,8.5,11.5,9.0,157.5
2010-09-09,8.5,3.0,18.0,32.5,26.5,5.0,33.0,24.0,5.5,156.0
2010-09-09,9.0,5.5,18.0,22.5,26.5,25.5,33.0,3.0,20.0,163.0
2010-09-09,5.0,5.0,38.5,5.5,14.5,27.0,6.0,16.0,4.0,121.5
2010-09-09,43.5,3.0,23.5,22.5,5.0,9.0,33.0,3.0,4.0,146.5
2010-09-10,36.5,15.0,36.0,6.0,12.0,12.0,6.0,24.0,15.5,163.0
2010-09-10,11.0,9.0,6.0,6.0,12.0,12.0,12.0,8.5,8.0,84.5
2010-09-10,6.0,21.0,21.0,5.5,9.0,12.0,11.0,21.0,5.0,111.5
2010-09-10,21.5,6.0,30.0,8.5,12.0,14.0,9.0,8.5,3.0,112.5
2010-09-10,4.0,15.0,5.5,12.0,19.0,21.0,11.5,5.0,29.5,122.5
2010-09-10,13.5,9.0,6.0,6.0,9.0,5.5,11.0,6.0,3.0,69.0
2010-09-10,5.0,6.0,20.5,10.5,6.0,4.5,3.0,21.0,11.5,88.0
2010-09-10,29.5,5.5,19.5,13.5,12.0,8.5,23.5,4.5,36.0,152.5
2010-09-10,3.5,11.5,21.0,10.5,8.5,12.0,3.0,12.0,6.0,88.0
2010-09-10,57.5,9.0,10.0,5.5,19.0,5.5,8.5,8.0,37.5,160.5
2010-09-11,5.5,8.5,24.0,16.5,23.5,17.5,5.5,19.0,26.0,146.0
2010-09-11,6.5,5.5,19.5,9.0,5.5,8.5,3.0,3.0,8.5,69.0
2010-09-11,9.0,8.5,24.0,9.0,15.0,9.0,19.0,3.0,9.0,105.5
2010-09-11,10.5,4.5,18.0,18.0,9.0,8.5,9.0,6.0,3.0,86.5
2010-09-11,6.0,29.0,18.0,11.5,8.0,5.5,3.0,6.0,5.5,92.5
2010-09-11,32.0,8.5,9.0,9.0,15.0,19.5,6.0,6.0,3.0,108.0
2010-09-11,38.0,6.0,9.0,15.0,11.5,9.0,9.0,6.0,22.0,125.5
2010-09-11,3.5,8.5,15.0,16.5,15.0,5.5,3.0,21.0,10.5,98.5
2010-09-11,28.5,6.0,14.0,16.5,5.5,6.0,5.5,6.0,21.0,109.0
2010-09-11,5.5,14.5,21.0,9.0,5.5,25.0,5.5,6.0,21.0,113.0
2010-09-12,5.5,29.5,17.0,11.5,8.5,28.5,18.5,3.0,3.0,125.0
2010-09-12,16.5,29.5,20.5,9.0,9.0,9.0,9.0,3.0,13.0,118.5
2010-09-12,20.0,9.0,24.0,13.5,12.0,11.5,6.0,30.0,6.0,132.0
2010-09-12,20.0,6.0,12.0,6.0,28.5,27.0,6.0,6.0,11.5,123.0
2010-09-12,6.0,9.0,20.5,9.0,13.0,6.0,30.0,5.5,12.0,111.0
2010-09-12,19.5,6.0,5.5,5.5,9.0,28.5,9.0,11.5,32.5,127.0
2010-09-12,59.0,29.5,9.0,8.5,22.0,15.0,5.5,6.0,9.0,163.5
2010-09-12,8.0,9.0,11.5,22.0,13.0,18.0,9.0,6.0,8.5,105.0
2010-09-12,9.0,5.5,14.5,9.0,10.5,8.5,48.0,26.5,17.5,149.0
2010-09-12,6.0,3.0,8.5,5.5,8.5,5.5,5.0,14.5,32.5,89.0
2010-09-13,5.0,3.0,5.5,37.0,8.5,9.0,3.0,3.0,6.0,80.0
2010-09-13,4.5,3.0,31.5,9.0,8.0,8.5,22.0,6.0,9.0,101.5
2010-09-13,15.5,15.0,5.5,6.0,6.0,8.5,3.0,11.5,3.0,74.0
2010-09-13,10.0,39.0,11.5,23.5,5.5,9.0,3.0,9.0,20.0,130.5
2010-09-13,12.0,3.0,9.0,21.0,26.5,9.0,3.0,30.0,25.5,139.0
2010-09-13,6.0,39.0,11.0,9.0,9.0,5.5,3.0,12.0,3.0,97.5
2010-09-13,6.0,3.0,5.5,37.0,15.0,20.0,3.0,8.5,22.0,120.0
2010-09-13,40.0,6.0,6.0,23.5,5.5,5.0,5.0,24.0,3.0,118.0
2010-09-13,12.5,3.0,9.0,9.0,30.0,6.0,6.0,5.0,27.0,107.5
2010-09-13,14.0,3.0,5.5,6.0,8.5,9.0,12.0,21.0,6.0,85.0
2010-09-14,18.0,5.0,30.0,13.5,24.0,29.5,9.0,9.0,10.5,148.5
2010-09-14,38.5,6.0,6.0,5.0,19.5,4.5,11.0,13.5,33.0,137.0
2010-09-14,8.5,15.0,6.0,18.0,14.5,14.5,9.0,27.0,9.0,121.5
2010-09-14,6.0,8.5,6.0,13.5,14.5,15.0,17.0,5.5,5.5,91.5
2010-09-14,5.5,5.0,29.5,15.0,11.5,4.5,8.5,21.0,9.0,109.5
2010-09-14,5.0,8.0,8.5,11.5,5.5,11.5,5.5,28.0,17.0,100.5
2010-09-14,6.0,9.0,30.0,17.0,14.5,19.5,3.0,16.5,17.5,133.0
2010-09-14,6.5,5.5,6.0,17.0,45.0,5.0,8.5,3.0,13.5,110.0
2010-09-14,27.5,3.0,9.0,6.0,14.5,29.5,13.5,33.0,21.0,157.0
2010-09-14,38.0,5.0,6.0,13.5,5.5,14.5,33.0,8.5,3.0,127.0
2010-09-15,5.5,12.0,5.5,8.5,15.0,8.0,14.0,13.0,27.0,108.5
2010-09-15,6.0,6.0,9.0,9.0,5.5,14.5,21.0,3.0,6.0,80.0
2010-09-15,6.0,6.0,6.0,30.0,6.0,12.0,6.0,23.5,21.0,116.5
2010-09-15,3.5,6.0,9.0,8.5,8.5,12.0,9.0,3.0,37.5,97.0
2010-09-15,8.5,20.5,5.5,11.5,15.0,36.0,23.5,3.0,14.0,137.5
2010-09-15,9.0,8.5,6.0,12.0,18.0,5.5,6.0,13.5,23.5,102.0
2010-09-15,6.0,11.0,15.0,30.0,21.0,15.0,6.0,3.0,23.5,130.5
2010-09-15,8.0,5.5,15.0,19.5,12.0,6.0,12.0,9.0,6.0,93.0
2010-09-15,32.0,8.5,11.0,8.5,15.5,6.0,9.0,33.0,11.5,135.0
2010-09-15,20.0,8.5,15.0,5.0,15.5,23.5,6.0,13.5,12.0,119.0
2010-09-16,5.5,6.0,41.5,11.5,9.0,6.0,33.0,20.5,3.0,136.0
2010-09-16,28.0,6.0,11.5,27.0,6.0,6.0,9.0,3.0,32.5,129.0
2010-09-16,5.5,29.5,41.5,27.0,6.0,6.0,14.5,14.5,15.0,159.5
2010-09-16,36.0,29.5,12.0,8.5,6.0,6.0,32.5,12.0,12.0,154.5
2010-09-16,8.5,6.0,6.0,27.0,5.5,6.0,5.5,13.0,21.0,98.5
2010-09-16,33.5,24.0,11.5,11.5,6.0,11.5,33.0,6.0,12.0,149.0
2010-09-16,8.5,24.0,6.0,11.5,7.5,6.0,14.5,6.0,15.0,99.0
2010-09-16,6.0,15.0,8.5,27.0,15.0,6.0,21.0,6.0,6.0,110.5
2010-09-16,6.0,29.5,11.5,8.5,6.0,6.0,15.0,3.0,3.0,88.5
2010-09-16,4.5,15.0,12.0,6.0,44.5,6.0,33.0,17.5,11.5,150.0
2010-09-17,6.0,12.0,9.0,6.0,15.0,48.0,21.0,30.0,15.0,162.0
2010-09-17,59.0,18.0,9.0,17.0,5.5,21.0,5.5,26.5,15.0,176.5
2010-09-17,10.0,5.5,22.0,5.0,9.0,5.0,18.0,16.5,9.0,100.0
2010-09-17,3.5,33.0,12.0,17.5,20.5,12.0,12.0,21.0,9.0,140.5
2010-09-17,23.5,27.0,9.0,5.0,21.0,6.0,9.0,6.0,6.0,112.5
2010-09-17,18.0,21.0,16.0,8.5,9.0,20.5,16.5,9.0,30.0,148.5
2010-09-17,26.0,5.5,8.5,6.0,12.0,5.5,33.0,19.5,26.0,142.0
2010-09-17,50.5,9.0,22.0,17.0,12.0,20.5,6.0,12.0,8.5,157.5
2010-09-17,28.0,9.0,9.0,5.0,13.5,18.0,3.0,3.0,9.0,97.5
2010-09-17,8.5,51.0,9.0,17.0,5.0,9.0,3.0,12.0,26.0,140.5
2010-09-18,11.0,18.0,36.0,33.0,30.0,5.5,3.0,5.5,29.0,171.0
2010-09-18,15.0,6.0,9.0,30.0,6.0,21.0,15.0,15.0,3.0,120.0
2010-09-18,5.0,8.5,11.0,6.0,9.0,11.5,12.0,17.5,8.0,88.5
2010-09-18,4.0,9.0,8.5,33.0,18.0,14.5,13.5,14.5,17.5,132.5
2010-09-18,8.5,9.0,17.5,30.0,12.0,11.0,3.0,3.0,11.5,105.5
2010-09-18,21.0,10.5,29.5,30.0,4.5,11.0,9.0,9.0,27.0,151.5
2010-09-18,18.0,12.0,9.0,30.0,18.0,29.0,6.0,14.5,3.0,139.5
2010-09-18,5.0,11.5,8.5,9.0,15.0,9.0,12.0,6.0,7.0,83.0
2010-09-18,4.5,18.0,8.5,6.0,13.0,6.0,8.5,7.0,5.5,77.0
2010-09-18,15.0,6.0,17.5,6.0,16.0,11.0,5.5,6.0,13.0,96.0
2010-09-19,8.5,5.5,5.5,42.0,16.5,12.0,20.5,18.0,12.0,140.5
2010-09-19,5.0,3.0,18.0,19.5,14.5,6.0,12.0,9.0,5.5,92.5
2010-09-19,40.0,20.5,12.0,15.0,16.5,12.0,6.0,3.0,27.0,152.0
2010-09-19,6.5,6.0,39.0,6.0,8.5,29.5,17.5,30.0,3.0,146.0
2010-09-19,8.0,3.0,18.0,24.0,14.5,6.0,12.0,9.0,3.0,97.5
2010-09-19,5.5,8.5,39.0,20.5,12.0,6.0,3.0,20.5,26.5,141.5
2010-09-19,27.0,5.0,9.0,12.0,9.0,6.0,18.0,5.5,8.5,100.0
2010-09-19,4.5,38.0,6.0,19.5,21.0,12.0,27.0,6.0,5.5,139.5
2010-09-19,9.0,6.0,5.5,6.0,15.0,8.0,9.0,29.5,3.0,91.0
2010-09-19,8.5,17.5,9.0,16.0,18.0,12.0,11.5,12.0,8.5,113.0
2010-09-20,4.0,8.0,9.0,12.0,9.0,7.5,9.0,6.0,6.0,70.5
2010-09-20,9.0,15.0,14.5,17.0,5.5,9.0,5.0,64.5,21.0,160.5
2010-09-20,20.5,9.0,11.0,17.5,18.0,6.0,5.5,6.0,3.0,96.5
2010-09-20,23.0,8.0,8.5,13.0,11.5,5.5,6.0,9.0,6.0,90.5
2010-09-20,20.5,15.0,9.0,12.0,18.0,12.0,9.0,6.0,19.5,121.0
2010-09-20,29.5,26.5,6.0,24.0,11.5,5.5,13.5,6.0,6.0,128.5
2010-09-20,10.0,9.0,43.0,14.5,15.0,21.0,21.0,11.5,17.5,162.5
2010-09-20,4.0,8.0,14.5,13.0,11.5,21.0,6.0,3.0,6.0,87.0
2010-09-20,9.0,11.5,11.0,17.0,9.0,7.5,8.0,9.0,23.5,105.5
2010-09-20,34.5,6.0,8.0,17.0,9.0,21.0,15.0,3.0,13.5,127.0
2010-09-21,7.5,15.0,39.0,5.5,6.0,6.0,9.0,19.0,22.5,129.5
2010-09-21,12.5,6.0,21.0,24.0,6.0,6.0,12.0,8.0,24.0,119.5
2010-09-21,8.0,15.0,6.0,5.5,13.5,23.5,5.5,3.0,5.5,85.5
2010-09-21,10.0,20.5,5.5,8.5,9.0,5.5,30.0,23.5,5.5,118.0
2010-09-21,38.0,6.0,8.5,12.0,8.0,8.0,27.0,8.0,3.0,118.5
2010-09-21,5.0,5.5,8.5,8.0,9.0,5.5,8.5,6.0,9.0,65.0
2010-09-21,5.5,5.5,6.0,24.0,12.0,29.5,15.0,3.0,18.0,118.5
2010-09-21,6.0,6.0,5.5,21.0,15.0,8.5,23.5,3.0,3.0,91.5
2010-09-21,5.5,5.5,9.0,6.0,6.0,12.0,37.5,10.5,5.5,97.5
2010-09-21,17.0,6.0,8.0,12.0,6.0,23.5,3.0,5.0,13.0,93.5
2010-09-22,8.0,3.0,11.5,9.0,3.0,30.0,9.0,6.0,18.0,97.5
2010-09-22,8.0,5.5,9.0,10.5,5.5,5.5,18.0,16.5,3.0,81.5
2010-09-22,25.0,3.0,24.0,10.5,11.5,30.0,24.0,3.0,5.5,136.5
2010-09-22,3.5,6.0,20.5,5.0,37.0,6.0,14.5,13.0,6.0,111.5
2010-09-22,15.5,15.0,24.0,10.5,3.0,5.0,9.0,6.0,6.0,94.0
2010-09-22,5.5,14.5,5.5,23.0,6.0,30.0,9.0,3.0,24.0,120.5
2010-09-22,5.5,9.0,9.0,8.5,3.0,14.5,17.5,12.0,13.0,92.0
2010-09-22,8.5,6.0,15.0,6.0,9.0,5.5,5.5,3.0,10.5,69.0
2010-09-22,11.0,6.0,5.5,10.5,4.5,8.5,11.5,17.5,5.5,80.5
2010-09-22,14.0,9.0,21.0,6.0,6.0,15.0,5.5,9.0,42.0,127.5
2010-09-23,3.5,5.5,12.0,9.0,8.5,8.5,5.5,5.5,23.5,81.5
2010-09-23,15.0,5.5,5.5,5.5,6.0,8.5,3.0,24.0,6.0,79.0
2010-09-23,3.5,9.0,5.5,29.5,44.0,12.0,6.0,3.0,3.0,115.5
2010-09-23,8.5,30.0,5.5,21.0,6.0,8.0,9.0,6.0,26.5,120.5
2010-09-23,51.5,30.0,10.5,5.5,5.5,5.0,5.0,24.0,6.0,143.0
2010-09-23,6.0,6.0,20.5,9.0,18.0,17.5,36.0,3.0,3.0,119.0
2010-09-23,14.0,6.0,5.5,9.0,6.0,8.0,8.5,6.5,11.0,74.5
2010-09-23,6.5,5.5,5.5,5.5,6.0,6.0,11.5,6.0,3.0,55.5
2010-09-23,14.0,9.0,10.5,9.0,8.5,17.5,11.0,40.5,6.0,126.0
2010-09-23,9.0,30.0,11.5,9.0,18.0,8.0,40.5,9.0,12.0,147.0
2010-09-24,7.5,6.0,24.0,29.5,12.0,5.0,16.0,9.0,6.0,115.0
2010-09-24,8.5,12.0,53.0,5.5,22.5,5.5,9.0,15.0,21.0,152.0
2010-09-24,23.0,5.5,25.0,5.5,8.5,26.5,13.5,6.0,21.0,134.5
2010-09-24,4.0,8.5,5.5,13.0,18.0,5.5,11.5,6.0,5.5,77.5
2010-09-24,12.5,11.5,32.5,6.0,18.0,5.5,12.5,54.0,3.0,155.5
2010-09-24,7.0,11.5,5.5,9.0,39.0,8.5,5.5,5.5,3.0,94.5
2010-09-24,5.0,6.0,32.5,13.0,9.0,8.5,23.5,8.5,54.0,160.0
2010-09-24,6.0,5.5,32.5,5.5,5.5,8.5,5.5,6.0,22.5,97.5
2010-09-24,5.5,5.5,5.5,13.0,12.0,9.0,9.0,21.0,11.5,92.0
2010-09-24,4.0,9.0,10.5,11.5,11.5,5.5,15.0,5.5,6.0,78.5
2010-09-25,19.0,6.0,30.0,11.5,18.0,11.5,33.0,27.0,8.5,164.5
2010-09-25,4.0,8.5,5.0,11.5,18.0,21.0,12.0,9.0,3.0,92.0
2010-09-25,21.5,3.0,6.0,9.0,9.0,19.5,15.0,5.5,29.0,117.5
2010-09-25,5.5,5.0,40.0,11.5,18.0,23.5,9.0,5.0,15.0,132.5
2010-09-25,5.5,8.5,18.0,20.5,54.0,6.0,18.0,30.0,27.0,187.5
2010-09-25,11.0,5.5,30.0,11.0,21.0,23.5,6.0,3.0,17.5,128.5
2010-09-25,8.5,6.0,32.5,15.0,15.0,21.0,5.5,23.5,26.0,153.0
2010-09-25,36.5,10.5,5.5,9.0,6.0,15.0,9.0,15.0,33.0,139.5
2010-09-25,23.5,18.0,6.0,27.0,9.0,19.5,5.5,9.0,8.5,126.0
2010-09-25,9.0,3.0,27.0,30.0,34.5,23.5,6.0,29.0,3.0,165.0
2010-09-26,23.0,11.0,27.0,28.0,6.0,12.0,11.5,8.5,12.0,139.0
2010-09-26,14.0,18.0,12.0,8.0,6.0,23.5,23.0,25.5,8.5,138.5
2010-09-26,6.5,5.5,23.5,15.0,5.0,12.0,23.0,11.5,22.5,124.5
2010-09-26,6.0,5.5,5.5,19.5,5.0,12.0,53.5,33.0,3.0,143.0
2010-09-26,56.5,5.5,11.5,29.5,11.5,6.0,21.0,3.0,8.0,152.5
2010-09-26,5.0,8.5,11.5,19.5,11.5,6.0,21.0,53.5,35.5,172.0
2010-09-26,46.5,8.5,23.5,6.0,6.0,12.0,21.0,33.0,3.0,159.5
2010-09-26,9.0,15.0,8.5,29.0,6.0,5.5,8.5,48.0,3.0,132.5
2010-09-26,6.0,15.0,6.0,29.0,9.0,5.5,25.5,3.0,24.0,123.0
2010-09-26,9.0,11.0,8.5,8.0,8.5,6.0,11.5,16.0,20.5,99.0
2010-09-27,7.5,26.5,12.0,12.0,27.0,5.5,3.0,3.0,16.0,112.5
2010-09-27,11.0,24.0,5.5,5.5,8.5,14.5,20.5,3.0,42.0,134.5
2010-09-27,4.0,26.5,36.0,17.5,12.0,14.5,3.0,42.0,14.0,169.5
2010-09-27,11.5,9.0,14.5,8.5,9.0,8.5,9.0,14.0,12.0,96.0
2010-09-27,29.5,29.5,21.0,12.0,6.0,26.5,10.5,9.0,15.0,159.0
2010-09-27,4.5,6.0,5.5,17.5,9.0,39.0,16.5,3.0,36.0,137.0
2010-09-27,7.5,21.0,5.5,9.0,9.0,24.0,11.5,22.5,5.5,115.5
2010-09-27,4.5,21.0,12.0,19.5,5.0,14.5,14.0,6.0,18.0,114.5
2010-09-27,10.0,5.5,5.5,9.0,8.5,24.0,8.5,11.5,11.5,94.0
2010-09-27,3.5,24.0,10.0,12.0,9.0,24.0,3.0,12.0,36.0,133.5
2010-09-28,4.0,8.0,6.0,6.0,12.0,9.0,26.5,15.0,20.5,107.0
2010-09-28,4.5,15.0,8.5,11.5,5.5,15.0,15.5,5.5,5.5,86.5
2010-09-28,32.0,5.5,8.5,6.0,27.0,11.5,15.5,6.0,6.0,118.0
2010-09-28,4.0,6.0,8.5,10.5,8.5,15.0,3.0,3.0,12.0,70.5
2010-09-28,4.0,23.0,8.5,10.0,5.5,11.5,42.0,6.0,3.0,113.5
2010-09-28,4.0,20.5,8.5,37.5,11.5,17.5,26.5,26.0,12.0,164.0
2010-09-28,4.0,9.0,6.0,10.5,16.0,41.5,11.5,6.0,8.5,113.0
2010-09-28,6.0,6.0,26.5,27.0,11.5,20.5,17.5,9.0,24.0,148.0
2010-09-28,32.0,15.0,5.0,12.0,12.0,11.5,9.0,20.0,45.0,161.5
2010-09-28,5.5,6.0,6.0,6.0,12.0,23.5,8.5,5.5,3.0,76.0
2010-09-29,5.5,9.0,9.0,13.5,5.5,11.5,18.0,3.0,3.0,78.0
2010-09-29,4.0,6.0,9.0,13.5,10.5,8.5,3.0,3.0,6.0,63.5
2010-09-29,13.5,5.5,5.5,18.0,12.0,29.5,5.5,8.0,9.0,106.5
2010-09-29,4.0,23.5,26.5,5.5,5.5,9.0,51.0,15.0,27.0,167.0
2010-09-29,8.0,9.0,6.0,4.5,5.0,11.5,16.5,3.0,6.0,69.5
2010-09-29,8.5,23.5,21.0,18.0,12.0,6.0,5.0,13.5,6.0,113.5
2010-09-29,26.5,5.5,19.5,16.5,10.5,9.0,9.0,29.0,18.0,143.5
2010-09-29,3.5,8.5,6.0,6.0,15.0,12.0,17.5,9.0,3.0,80.5
2010-09-29,12.0,24.0,26.5,39.0,6.0,26.5,9.0,3.0,3.0,149.0
2010-09-29,6.5,6.0,14.5,16.5,9.0,12.0,3.0,32.5,16.0,116.0
2010-09-30,4.0,9.0,56.5,13.0,14.5,8.5,3.0,5.5,26.5,140.5
2010-09-30,5.5,27.0,28.5,13.0,6.0,5.0,5.5,22.5,39.0,152.0
2010-09-30,12.0,27.0,8.0,17.0,14.5,6.0,14.5,3.0,5.0,107.0
2010-09-30,9.0,19.5,5.5,5.0,6.0,5.5,15.0,3.0,12.5,81.0
2010-09-30,9.0,19.5,18.0,9.0,6.0,5.5,3.0,5.0,5.5,80.5
2010-09-30,6.0,27.0,15.0,17.5,5.5,21.0,15.0,35.5,5.5,148.0
2010-09-30,6.0,5.0,18.0,16.0,5.5,54.0,7.5,3.0,3.0,118.0
2010-09-30,6.0,9.0,18.0,40.0,14.5,6.0,11.5,3.0,3.0,111.0
2010-09-30,23.5,8.5,18.0,40.0,5.5,11.5,17.5,6.0,33.0,163.5
2010-09-30,7.5,18.0,16.5,21.0,5.5,6.0,6.0,15.0,22.5,118.0
2010-10-01,8.5,9.0,35.5,5.5,5.5,20.5,6.0,15.0,3.0,108.5
2010-10-01,20.5,24.0,15.0,5.5,5.0,6.0,11.5,5.5,3.0,96.0
2010-10-01,8.0,18.0,20.5,6.0,5.5,20.5,11.5,20.0,3.0,113.0
2010-10-01,9.0,6.0,5.0,11.5,5.5,36.0,6.0,4.5,3.0,86.5
2010-10-01,5.5,12.0,5.0,12.0,5.5,26.5,3.0,3.0,3.0,75.5
2010-10-01,9.0,12.0,42.0,5.5,9.0,18.0,3.0,8.5,3.0,110.0
2010-10-01,25.0,24.0,5.5,12.0,12.0,6.0,4.5,6.0,23.5,118.5
2010-10-01,22.0,9.0,14.5,6.0,5.5,20.5,6.0,6.0,9.0,98.5
2010-10-01,7.5,18.0,5.5,21.0,12.0,6.0,5.5,25.5,6.0,107.0
2010-10-01,9.0,18.0,30.0,6.0,5.0,36.0,12.0,11.5,3.0,130.5
2010-10-02,4.5,11.5,11.5,6.0,7.5,27.0,3.0,14.5,5.5,91.0
2010-10-02,36.5,5.5,5.5,6.0,6.0,8.5,8.5,16.5,11.5,104.5
2010-10-02,23.0,5.0,21.0,5.0,18.0,6.0,6.0,8.5,5.5,98.0
2010-10-02,4.5,21.0,5.5,6.0,8.5,6.0,24.0,23.5,15.0,114.0
2010-10-02,4.5,21.0,11.5,27.0,6.0,8.5,5.0,3.0,3.0,89.5
2010-10-02,3.5,8.0,5.5,6.0,5.5,27.0,20.5,6.0,14.5,96.5
2010-10-02,43.0,6.0,17.0,5.5,6.0,5.5,11.0,9.0,9.0,112.0
2010-10-02,23.0,8.5,5.5,12.0,8.5,33.0,6.0,5.0,15.0,116.5
2010-10-02,43.0,5.0,21.0,5.5,5.5,8.5,8.0,3.0,5.5,105.0
2010-10-02,9.0,8.5,5.5,5.5,6.0,15.0,3.0,16.5,8.5,77.5
2010-10-03,6.0,20.0,8.0,15.0,21.0,12.0,3.0,9.0,6.0,100.0
2010-10-03,5.0,20.0,6.0,6.0,6.0,13.0,9.0,3.0,9.0,77.0
2010-10-03,6.0,11.5,11.5,8.5,14.5,13.0,30.5,5.0,3.0,103.5
2010-10-03,6.0,5.5,11.5,9.0,6.0,5.5,3.0,3.0,3.0,52.5
2010-10-03,5.5,5.5,9.0,9.0,23.5,20.5,5.0,9.0,5.5,92.5
2010-10-03,19.5,8.5,8.0,13.5,15.0,24.0,7.0,27.0,15.0,137.5
2010-10-03,5.5,11.5,6.0,15.0,32.5,5.5,3.0,34.5,16.0,129.5
2010-10-03,16.5,24.0,11.5,6.0,20.0,6.0,19.5,11.5,3.0,118.0
2010-10-03,45.5,5.5,14.0,13.0,9.0,8.5,30.5,3.0,3.0,132.0
2010-10-03,37.5,21.0,8.0,8.5,6.0,9.0,16.5,13.0,23.5,143.0
2011-03-31,13.0,12.0,5.5,5.0,9.0,5.5,3.0,20.5,9.0,82.5
2011-03-31,29.0,6.0,33.0,8.0,9.0,5.5,8.0,9.0,13.0,120.5
2011-03-31,8.0,26.5,9.0,8.0,6.0,20.5,20.5,23.0,3.0,124.5
2011-03-31,5.5,36.0,9.0,5.0,9.0,15.0,3.0,4.5,5.5,92.5
2011-03-31,13.0,15.0,30.0,29.5,9.0,6.0,5.5,5.5,23.0,136.5
2011-03-31,9.0,12.0,9.0,5.0,6.0,20.5,23.5,3.0,3.0,91.0
2011-03-31,12.5,26.5,9.0,5.0,9.0,6.0,35.5,8.0,8.5,120.0
2011-03-31,13.0,26.5,5.5,9.0,9.0,8.5,8.0,35.5,3.0,118.0
2011-03-31,8.0,12.0,14.5,5.0,9.0,6.0,23.5,5.0,29.5,112.5
2011-03-31,12.5,16.5,5.5,9.0,9.0,12.0,3.0,20.5,13.0,101.0
2011-04-01,25.0,6.0,15.0,13.5,15.0,17.5,23.5,3.0,6.0,124.5
2011-04-01,17.0,36.0,15.0,20.5,19.5,5.5,3.0,16.5,12.5,145.5
2011-04-01,30.0,35.5,27.0,21.0,11.0,30.5,27.0,24.0,3.0,209.0
2011-04-01,27.0,12.0,12.0,5.5,19.5,17.5,3.0,3.0,3.0,102.5
2011-04-01,9.0,11.0,12.0,41.5,12.0,6.0,36.0,3.0,12.0,142.5
2011-04-01,5.5,11.0,15.0,12.0,19.0,15.0,6.0,10.5,24.0,118.0
2011-04-01,9.0,5.5,36.0,21.0,19.0,32.5,3.0,12.0,5.5,143.5
2011-04-01,30.0,35.5,6.0,12.0,13.5,7.0,38.5,12.0,27.0,181.5
2011-04-01,4.0,35.5,6.0,12.0,22.5,22.0,5.5,11.5,22.5,141.5
2011-04-01,9.0,5.5,23.0,8.5,8.5,8.5,27.0,3.0,11.0,104.0
2011-04-02,5.5,23.0,5.5,21.0,6.0,9.0,9.0,5.5,9.0,93.5
2011-04-02,4.0,9.0,5.5,35.5,6.0,36.0,3.0,6.0,6.0,111.0
2011-04-02,9.0,12.0,5.5,15.0,8.5,5.5,26.5,14.5,9.0,105.5
2011-04-02,31.5,30.0,18.0,42.0,8.5,36.0,5.5,5.0,3.0,179.5
2011-04-02,8.5,30.0,9.0,42.0,6.0,16.5,20.5,12.0,14.5,159.0
2011-04-02,7.5,6.0,12.0,6.0,6.0,6.0,5.0,23.5,6.0,78.0
2011-04-02,50.5,23.0,18.0,8.0,8.5,6.0,10.5,8.5,3.0,136.0
2011-04-02,6.0,30.0,14.5,35.5,16.5,8.5,16.5,3.0,12.0,142.5
2011-04-02,23.5,5.0,18.0,35.5,5.5,27.0,3.0,3.0,3.0,123.5
2011-04-02,6.0,26.5,14.5,42.0,30.0,36.0,9.0,5.5,8.5,178.0
2011-04-03,21.5,30.0,17.5,15.0,6.0,21.0,5.0,12.5,4.5,133.0
2011-04-03,14.5,9.0,9.0,23.5,18.0,8.5,26.5,5.0,3.0,117.0
2011-04-03,21.0,6.0,8.0,12.0,9.0,21.0,19.0,6.0,9.0,111.0
2011-04-03,67.5,9.0,8.0,7.5,9.0,9.0,19.5,6.0,6.0,141.5
2011-04-03,6.0,12.0,6.0,15.0,8.5,5.0,23.5,27.0,9.0,112.0
2011-04-03,6.0,24.0,6.0,8.0,9.0,23.5,8.5,3.0,20.5,108.5
2011-04-03,5.0,12.0,8.0,5.0,6.0,9.0,19.5,15.0,3.0,82.5
2011-04-03,6.0,18.0,6.0,15.0,6.0,8.5,6.0,11.5,8.5,85.5
2011-04-03,24.5,5.5,6.0,11.5,6.0,9.0,6.0,29.0,9.0,106.5
2011-04-03,17.5,5.0,5.5,11.5,12.0,8.5,6.0,3.0,5.0,74.0
2011-04-04,5.5,21.0,8.5,19.0,10.0,24.0,18.0,30.0,24.0,160.0
