,GameID,Date,Prev_Game_ID,Next_Game_ID,PlayerID,PlayerName,Position,TeamID,TeamName,Fantasy_Points,AvgPoints2Game,AvgPoints4Game,AvgPoints10Game,Projection,Salary
20829,2163868.0,2017-04-08,,,125158.0,Joe Corona,M,12974.0,Tijuana,28,,,,0,2000
20830,2163868.0,2017-04-08,,,365587.0,Guido Rodriguez,M,12974.0,Tijuana,15,,,,0,2000
20831,2163868.0,2017-04-08,,,57019.0,Victor Ignacio Malcorra,M,12974.0,Tijuana,11,,,,0,2000
20832,2163868.0,2017-04-08,,,172780.0,Paul Joseph Arriola,F,12974.0,Tijuana,7,,,,0,2000
20833,2163868.0,2017-04-08,,,15205.0,Milton Caraglio,F,12974.0,Tijuana,21,,,,0,2000
20834,2163868.0,2017-04-08,,,130569.0,Aviles Hurtado,M,12974.0,Tijuana,18,,,,0,2000
20835,2163868.0,2017-04-08,2163861,2163842,449819.0,Hiram Munoz,D,12974.0,Tijuana,8,-5.000000000,,,0,2000
20836,2163868.0,2017-04-08,2163850,2163878,82434.0,Matias Pisano,M,12974.0,Tijuana,-1,-3.000000000,,,0,2000
20837,2163868.0,2017-04-08,2163861,2163842,179945.0,Juan Martin Lucero,F,12974.0,Tijuana,3,-6.500000000,0.750000000,0.300000000,4,3100
20838,2163868.0,2017-04-08,2163865,2163846,14242.0,Augustin Marchesin,F,12916.0,America,36,29.500000000,16.500000000,19.700000000,15,6300
20839,2163868.0,2017-04-08,2163865,2163846,454119.0,Edson Alvarez,F,12916.0,America,32,25.500000000,14.500000000,11.000000000,10,4900
20840,2163868.0,2017-04-08,2163865,2163846,60640.0,Jose Guerrero,F,12916.0,America,21,20.000000000,7.500000000,7.800000000,4,3100
20841,2163868.0,2017-04-08,2163865,2163846,198877.0,Bruno Valdez,F,12916.0,America,39,32.000000000,19.000000000,12.900000000,12,5400
20842,2163868.0,2017-04-08,2163865,2163846,197313.0,Erik Pimentel,F,12916.0,America,9,13.000000000,8.000000000,,6,3700
20843,2163868.0,2017-04-08,2163865,2163846,15215.0,Osmar Mares,F,12916.0,America,15,15.000000000,9.250000000,6.700000000,6,3700
20844,2163868.0,2017-04-08,2163865,2163846,476557.0,Diego Lainez,F,12916.0,America,6,8.000000000,,,5,3400
20845,2163868.0,2017-04-08,2163865,2163846,9297.0,William da Silva,F,12916.0,America,11,8.500000000,5.250000000,7.800000000,6,3700
20846,2163868.0,2017-04-08,2163865,2163846,33555.0,Michael Arroyo,F,12916.0,America,6,8.500000000,4.750000000,5.300000000,7,4000
20847,2163868.0,2017-04-08,2163865,2163846,50045.0,Silvio Romero,F,12916.0,America,2,1.000000000,-1.250000000,0.600000000,0,2000
20848,2163868.0,2017-04-08,2163865,2163846,15234.0,Oribe Peralta,F,12916.0,America,13,20.500000000,14.750000000,12.900000000,18,7100
20849,2163868.0,2017-04-08,2163865,2163909,136082.0,Javier Guemez Lopez,F,12916.0,America,-1,0.500000000,-0.750000000,-2.300000000,-2,2000
20850,2163868.0,2017-04-08,2163836,,396541.0,Carlos Rosel,F,12916.0,America,10,2.500000000,-1.750000000,,0,2000
20851,2163868.0,2017-04-08,2163828,2163846,417750.0,Ricardo Marin,F,12916.0,America,0,0,,,1,2300
20852,2163870.0,2017-04-08,2163867,2163842,113642.0,Tiago Volpi,G,12962.0,Queretaro,-8,11.000000000,20.750000000,22.100000000,26,9400
20853,2163870.0,2017-04-08,2163867,2163842,74114.0,Jaime Gomez Valencia,M,12962.0,Queretaro,-10,2.000000000,4.000000000,3.500000000,5,3400
20854,2163870.0,2017-04-08,2163867,2163842,63620.0,Hiram Mier,D,12962.0,Queretaro,-12,-1.000000000,6.750000000,6.800000000,10,4900
20855,2163870.0,2017-04-08,2163867,2163842,47285.0,Miguel Martinez,D,12962.0,Queretaro,1,14.500000000,11.000000000,10.800000000,13,5700
20856,2163870.0,2017-04-08,2163867,,6906.0,Jonathan Bornstein,D,12962.0,Queretaro,-12,1.500000000,1.000000000,8.100000000,5,3400
20857,2163870.0,2017-04-08,2163867,,33456.0,Juan Forlin,D,12962.0,Queretaro,-12,1.500000000,2.500000000,9.100000000,10,4900
20858,2163870.0,2017-04-08,2163867,2163842,141065.0,Yerson Candelo,M,12962.0,Queretaro,-16,-2.000000000,8.000000000,1.000000000,7,4000
20859,2163870.0,2017-04-08,2163867,2163842,15328.0,Luis Miguel Noriega Orozco,M,12962.0,Queretaro,-20,-7.500000000,-0.500000000,-0.800000000,2,2600
20860,2163870.0,2017-04-08,2163867,2163842,13877.0,Neri Cardozo,M,12962.0,Queretaro,-11,-2.000000000,7.250000000,4.300000000,8,4300
20861,2163870.0,2017-04-08,2163867,2163842,23993.0,Edgar Benitez,F,12962.0,Queretaro,-24,-7.000000000,-1.500000000,-3.900000000,6,3700
20862,2163870.0,2017-04-08,2163867,2163842,14339.0,Emanuel Villa,F,12962.0,Queretaro,6,4.500000000,7.250000000,3.600000000,5,3400
20863,2163870.0,2017-04-08,2163867,,252568.0,Kevin Gutierrez,D,12962.0,Queretaro,-11,-5.000000000,-2.250000000,-0.200000000,3,2900
20864,2163870.0,2017-04-08,2163806,2163842,41874.0,Marco Jimenez,M,12962.0,Queretaro,-11,-3.500000000,0.500000000,,5,3400
20865,2163870.0,2017-04-08,2163852,2163842,92194.0,Camilo Sanvezzo,F,12962.0,Queretaro,-18,3.500000000,3.750000000,1.400000000,4,3100
20866,2163870.0,2017-04-08,2163861,2163844,14500.0,Miguel Angel Fraga,F,12918.0,Atlas,0,-4.000000000,2.500000000,,4,3100
20867,2163870.0,2017-04-08,2163861,2163844,120236.0,Jose Maduena,F,12918.0,Atlas,-8,2.000000000,4.750000000,6.400000000,8,4300
20868,2163870.0,2017-04-08,2163861,2163844,432522.0,Gaddi Aguirre,F,12918.0,Atlas,-8,-4.000000000,-0.250000000,,0,2000
20869,2163870.0,2017-04-08,2163853,2163844,14618.0,Luis Robles,F,12918.0,Atlas,-13,1.500000000,7.250000000,2.800000000,9,4600
20870,2163870.0,2017-04-08,2163861,2163844,74139.0,Leyton Jimenez Romero,F,12918.0,Atlas,2,6.500000000,12.000000000,11.300000000,15,6300
20871,2163870.0,2017-04-08,2163861,2163844,281938.0,Luis Reyes,F,12918.0,Atlas,-10,-4.000000000,-0.500000000,6.500000000,6,3700
20872,2163870.0,2017-04-08,2163861,2163844,48203.0,Gustavo Matias Alustiza,F,12918.0,Atlas,2,24.500000000,10.500000000,7.800000000,8,4300
20873,2163870.0,2017-04-08,2163861,2163844,227486.0,Javier Salas,F,12918.0,Atlas,-19,-12.500000000,-5.750000000,3.900000000,5,3400
