Date,F1,F2,M1,M2,D1,D2,U1,U2,G,Total
2015-04-11,27,14,24,3,5,5,10,10,22,120
2015-04-11,5,7,24,3,10,10,6,8,22,95
2015-04-11,32,5,8,3,10,10,24,3,17,112
2015-04-11,4,4,3,13,4,6,25,8,23,90
2015-04-11,10,5,4,13,3,2,8,10,34,89
2015-04-11,14,7,25,3,10,5,6,14,16,100
2015-04-11,13,5,8,3,14,2,10,10,54,119
2015-04-11,6,14,4,4,2,25,10,25,54,144
2015-04-11,32,7,5,4,10,6,23,10,23,120
2015-04-11,14,13,3,8,5,6,25,10,34,118
2015-04-11,4,5,10,3,10,10,13,32,22,109
2015-04-11,13,10,4,25,10,10,3,5,16,96
2015-04-11,7,6,5,3,5,10,5,23,17,81
2015-04-11,14,4,8,8,6,5,3,6,34,88
2015-04-11,14,5,25,8,10,14,27,10,22,135
2015-04-11,4,10,4,3,10,4,6,4,23,68
2015-04-11,7,7,13,3,10,14,8,32,22,116
2015-04-11,6,27,10,8,10,3,3,14,17,98
2015-04-11,10,27,4,3,10,10,10,5,16,95
2015-04-11,6,7,4,25,10,10,10,7,54,133
2015-04-11,32,7,10,3,2,2,6,10,16,88
2015-04-11,5,32,3,8,9,4,6,3,22,92
2015-04-11,4,7,10,3,5,9,3,4,34,79
2015-04-11,10,27,3,25,5,10,23,10,16,129
2015-04-11,4,7,10,24,6,14,10,4,22,101
2015-04-11,6,10,25,24,9,2,9,3,22,110
2015-04-11,4,5,13,23,10,3,5,6,16,85
2015-04-11,32,10,8,3,10,4,5,10,54,136
2015-04-11,4,7,25,3,4,10,8,25,16,102
2015-04-11,32,7,10,3,5,5,5,25,54,146
2015-04-11,7,5,3,3,10,3,10,4,34,79
2015-04-11,7,10,10,13,3,5,4,25,22,99
2015-04-11,4,4,5,8,3,2,3,6,22,57
2015-04-11,7,4,4,10,10,6,10,10,17,78
2015-04-11,4,27,5,8,10,2,10,3,34,103
2015-04-11,13,4,4,3,5,6,14,13,22,84
2015-04-11,7,4,3,3,10,5,10,6,17,65
2015-04-11,32,13,25,4,2,5,10,10,34,135
2015-04-11,13,7,3,13,5,10,10,25,34,120
2015-04-11,10,4,8,25,5,25,27,6,34,144
2015-04-11,4,10,4,10,2,5,10,5,34,84
2015-04-11,7,4,3,13,3,2,10,3,16,61
2015-04-11,13,27,24,5,10,2,32,3,54,170
2015-04-11,4,5,3,24,10,10,10,10,16,92
2015-04-11,5,6,23,25,3,6,6,13,16,103
2015-04-11,7,5,4,3,5,4,5,10,54,97
2015-04-11,10,7,4,10,10,2,3,23,54,123
2015-04-11,6,32,3,25,2,3,7,6,34,118
2015-04-11,5,4,24,10,3,5,4,4,17,76
2015-04-11,13,5,3,8,10,6,5,7,54,111
2015-04-11,7,27,3,3,9,10,10,3,17,89
2015-04-11,4,13,25,5,5,2,3,10,34,101
2015-04-11,5,32,13,3,5,14,25,5,16,118
2015-04-11,7,7,4,8,5,3,13,6,17,70
2015-04-11,4,6,8,24,9,5,3,10,17,86
2015-04-11,32,10,3,24,10,6,13,10,54,162
2015-04-11,13,10,8,4,10,10,7,13,16,91
2015-04-11,4,14,4,10,9,10,10,24,23,108
2015-04-11,27,5,8,5,6,10,10,5,17,93
2015-04-11,4,4,3,4,10,10,14,7,34,90
2015-04-11,4,13,4,8,2,10,3,25,16,85
2015-04-11,5,14,24,8,10,6,3,25,17,112
2015-04-11,4,6,4,23,6,10,4,7,23,87
2015-04-11,32,7,3,3,5,5,3,25,54,137
2015-04-11,32,5,4,3,3,4,32,3,54,140
2015-04-11,10,7,5,23,10,6,10,4,22,97
2015-04-11,14,27,3,3,10,10,10,3,34,114
2015-04-11,32,4,4,25,2,6,5,5,54,137
2015-04-11,14,4,3,25,6,2,13,3,23,93
2015-04-11,5,7,3,5,2,2,5,13,16,58
2015-04-11,5,32,25,13,10,5,8,8,23,129
2015-04-11,7,5,3,3,4,5,4,10,54,95
2015-04-11,32,14,13,23,5,6,3,23,22,141
2015-04-11,32,7,25,3,10,10,10,4,17,118
2015-04-11,7,27,13,23,3,5,5,3,34,120
2015-04-11,14,10,3,24,3,5,6,4,17,86
2015-04-11,4,7,4,3,10,25,6,8,34,101
2015-04-11,14,7,3,23,5,10,27,14,22,125
2015-04-11,4,10,23,3,5,5,8,8,22,88
2015-04-11,7,5,25,8,2,2,25,4,16,94
2015-04-11,7,32,3,23,5,10,25,8,54,167
2015-04-11,13,7,3,8,10,10,13,7,34,105
2015-04-11,5,6,10,25,5,5,10,4,54,124
2015-04-11,7,13,13,24,10,10,25,5,16,123
2015-04-11,32,4,4,3,4,2,5,10,17,81
2015-04-11,4,4,8,3,10,10,10,13,16,78
2015-04-11,6,7,10,3,14,10,25,3,22,100
2015-04-11,14,4,23,5,10,6,24,13,22,121
2015-04-11,14,7,25,3,5,25,9,13,23,124
2015-04-11,4,6,10,24,14,10,5,5,34,112
2015-04-11,6,4,4,25,14,3,6,4,16,82
2015-04-11,10,5,25,25,10,2,3,3,23,106
2015-04-11,14,32,3,25,3,4,3,6,34,124
2015-04-11,10,32,3,3,3,4,8,5,16,84
2015-04-11,5,7,4,23,10,4,4,5,22,84
2015-04-11,4,10,4,23,10,5,10,10,34,110
2015-04-11,5,4,5,8,10,10,25,4,17,88
2015-04-11,14,4,4,25,2,10,25,3,54,141
2015-04-11,4,14,3,3,5,2,4,4,22,61
2015-04-11,32,5,8,8,2,10,3,4,16,88
2015-04-11,10,4,5,8,4,10,4,10,16,71
2015-04-11,27,10,3,3,10,3,10,8,23,97
2015-04-11,4,4,3,3,10,6,25,3,17,75
2015-04-11,4,6,25,24,10,10,8,4,22,113
2015-04-11,5,4,25,13,3,2,10,5,54,121
2015-04-11,13,5,4,3,10,2,10,5,34,86
2015-04-11,7,7,24,13,5,25,10,10,54,155
2015-04-11,10,7,3,3,2,10,8,5,22,70
2015-04-11,32,14,3,25,10,5,25,7,23,144
2015-04-11,27,5,24,4,5,5,25,5,16,116
2015-04-11,13,10,4,3,2,10,4,3,16,65
2015-04-11,5,4,3,4,5,10,10,3,34,78
2015-04-11,7,13,10,4,10,5,14,3,34,100
2015-04-11,13,27,8,25,5,10,27,25,22,162
2015-04-11,7,32,3,25,10,10,10,27,17,141
2015-04-11,4,13,25,3,2,5,4,5,34,95
2015-04-11,13,4,4,3,6,10,10,10,23,83
2015-04-11,4,10,25,3,10,6,9,3,22,92
2015-04-11,7,6,3,13,5,5,25,5,17,86
2015-04-11,5,4,25,5,6,10,5,10,34,104
2015-04-11,14,5,4,3,2,6,5,10,34,83
2015-04-11,5,7,13,8,5,5,10,10,16,79
2015-04-11,7,13,3,24,10,10,10,3,54,134
2015-04-11,32,13,5,3,4,2,4,10,23,96
2015-04-11,4,7,4,3,9,6,25,6,17,81
2015-04-11,6,10,24,3,3,5,3,25,54,133
2015-04-11,27,5,5,25,2,6,5,3,54,132
2015-04-11,5,13,10,5,2,3,10,25,17,90
2015-04-11,4,7,8,3,10,10,3,10,17,72
2015-04-11,32,7,3,25,6,10,9,10,16,118
2015-04-11,5,14,8,8,10,5,7,10,17,84
2015-04-11,4,10,3,25,14,25,10,4,17,112
2015-04-11,5,4,4,3,14,6,5,8,34,83
2015-04-11,7,4,4,5,3,10,10,9,54,106
2015-04-11,7,5,3,13,3,4,6,8,22,71
2015-04-11,7,14,13,10,10,10,3,3,17,87
2015-04-11,7,10,3,3,10,6,10,3,17,69
2015-04-11,32,10,25,4,10,10,3,5,17,116
2015-04-11,27,4,25,8,5,10,10,32,34,155
2015-04-11,6,7,8,4,6,6,14,8,22,81
2015-04-11,5,5,3,3,6,3,10,4,54,93
2015-04-11,5,4,4,3,25,10,10,4,17,82
2015-04-11,4,7,8,25,10,4,5,7,34,104
2015-04-11,6,7,8,8,6,10,10,4,17,76
2015-04-11,4,14,3,25,25,2,6,8,34,121
2015-04-11,32,5,8,3,6,2,7,7,17,87
2015-04-11,32,6,8,5,3,3,7,4,54,122
2015-04-11,4,14,4,4,5,5,3,3,54,96
2015-04-11,5,32,8,4,10,5,10,13,23,110
2015-04-11,5,14,24,3,10,5,3,5,16,85
2015-04-11,4,7,23,5,2,9,6,4,17,77
2015-04-11,13,32,25,3,4,10,13,6,16,122
2015-04-11,7,4,8,25,14,5,3,13,17,96
2015-04-11,4,10,4,10,5,10,10,10,54,117
2015-04-11,7,6,23,10,10,10,14,7,17,104
2015-04-11,13,4,3,23,10,10,8,3,17,91
2015-04-11,4,4,3,4,25,10,6,25,22,103
2015-04-11,27,5,3,4,3,10,10,3,54,119
2015-04-11,7,6,13,8,10,6,7,13,23,93
2015-04-11,14,5,3,4,5,10,25,3,34,103
2015-04-11,13,5,3,3,10,5,24,10,34,107
2015-04-11,7,4,24,23,9,5,10,25,22,129
2015-04-11,7,4,13,3,6,5,4,7,23,72
2015-04-11,4,10,4,4,10,2,8,10,22,74
2015-04-11,27,6,8,13,5,10,32,5,17,123
2015-04-11,5,4,10,3,6,5,6,14,34,87
2015-04-11,32,10,25,3,10,10,5,10,34,139
2015-04-11,13,7,24,13,5,10,10,3,34,119
2015-04-11,4,10,8,8,5,10,25,3,54,127
2015-04-11,7,7,3,4,6,10,10,10,22,79
2015-04-11,4,7,4,4,2,10,10,10,54,105
2015-04-11,27,14,5,3,2,5,3,10,22,91
2015-04-11,4,32,25,3,10,10,4,3,54,145
2015-04-11,27,4,4,25,10,10,3,10,17,110
2015-04-11,7,14,23,3,9,10,7,4,16,93
2015-04-11,13,32,3,5,5,10,3,9,17,97
2015-04-11,4,5,24,8,10,25,7,10,34,127
2015-04-11,5,6,10,3,10,10,3,10,34,91
2015-04-11,5,4,13,3,10,25,6,8,17,91
2015-04-11,10,13,3,5,10,2,25,9,34,111
2015-04-11,5,14,3,10,10,2,8,9,17,78
2015-04-11,5,14,4,3,5,2,3,4,17,57
2015-04-11,27,7,4,3,10,25,5,25,54,160
2015-04-11,7,7,4,8,5,5,27,10,16,89
2015-04-11,5,27,13,3,6,5,3,5,22,89
2015-04-11,4,10,25,3,10,4,10,10,54,130
2015-04-11,5,10,3,25,10,6,4,24,17,104
2015-04-11,14,6,3,4,10,6,4,4,22,73
2015-04-11,7,5,3,24,10,2,10,13,22,96
2015-04-11,7,7,10,5,2,10,5,10,34,90
2015-04-11,14,6,24,3,10,10,10,4,16,97
2015-04-11,5,27,3,10,6,6,10,10,17,94
2015-04-11,7,5,5,24,10,9,10,10,17,97
2015-04-11,13,27,5,3,9,10,3,7,54,131
2015-04-11,5,6,3,8,10,10,4,4,17,67
2015-04-11,7,14,13,4,3,10,4,10,17,82
2015-04-11,4,13,24,4,9,10,10,10,34,118
2015-04-11,5,32,5,8,5,10,3,10,16,94
2015-04-11,4,5,8,4,5,10,25,6,54,121
2015-04-11,4,5,5,25,10,3,10,24,22,108
2015-04-11,7,5,3,4,2,3,5,4,22,55
2015-04-11,4,27,5,4,10,10,3,7,34,104
2015-04-11,13,32,3,3,3,9,5,25,17,110
2015-04-11,27,7,23,25,2,5,13,5,22,129
2015-04-11,6,7,8,3,10,3,5,8,17,67
2015-04-11,5,10,4,13,10,10,9,10,17,88
2015-04-11,4,10,23,4,9,6,5,10,54,125
2015-04-11,4,7,13,25,10,10,14,10,23,116
2015-04-11,10,13,10,3,6,3,5,3,16,69
2015-04-11,7,4,3,25,5,2,5,13,22,86
2015-04-11,10,6,25,23,2,10,5,9,23,113
2015-04-11,4,27,4,3,10,6,23,27,16,120
2015-04-11,5,5,8,3,14,5,23,6,16,85
2015-04-11,6,4,3,25,10,10,24,5,22,109
2015-04-11,13,32,13,24,10,3,10,10,16,131
2015-04-11,14,13,3,4,25,10,10,3,54,136
2015-04-11,4,5,3,23,10,10,3,5,17,80
2015-04-11,4,6,3,3,6,6,9,24,17,78
2015-04-11,27,7,3,25,5,10,3,10,34,124
2015-04-11,7,5,3,8,6,10,14,7,34,94
2015-04-11,7,4,3,23,5,3,7,10,17,79
2015-04-11,5,7,23,24,2,3,10,13,54,141
2015-04-11,10,7,5,3,3,9,24,13,54,128
2015-04-11,5,7,25,8,6,10,9,6,17,93
2015-04-11,5,4,3,3,2,5,14,25,23,84
2015-04-11,5,32,4,5,5,10,4,7,17,89
2015-04-11,7,6,3,3,10,4,6,10,17,66
2015-04-11,6,5,25,3,6,10,14,5,17,91
2015-04-11,14,7,4,3,10,10,6,8,17,79
2015-04-11,4,4,5,3,6,2,7,4,17,52
2015-04-11,13,5,3,23,10,5,27,5,23,114
2015-04-11,7,27,24,8,10,10,5,4,34,129
2015-04-11,27,4,3,4,5,4,10,14,34,105
2015-04-11,4,5,8,5,5,10,10,6,17,70
2015-04-11,10,13,23,4,5,10,3,10,16,94
2015-04-11,6,4,3,4,6,10,3,25,17,78
2015-04-11,27,5,8,3,4,6,4,7,54,118
2015-04-11,13,4,24,25,5,3,32,6,22,134
2015-04-11,10,4,25,10,10,10,8,10,17,104
2015-04-11,5,7,3,25,2,6,3,5,17,73
2015-04-11,10,7,3,25,25,10,4,10,54,148
2015-04-11,14,13,3,25,2,10,3,7,17,94
2015-04-11,4,5,24,8,5,6,3,5,17,77
2015-04-11,32,10,25,3,6,25,5,5,16,127
2015-04-11,4,32,25,3,10,5,10,5,54,148
2015-04-11,5,4,3,13,10,10,10,10,34,99
2015-04-11,4,5,25,4,5,9,7,6,17,82
2015-04-11,5,14,3,3,2,5,6,7,22,67
2015-04-11,10,14,3,13,14,10,14,5,34,117
2015-04-11,5,4,8,4,10,2,32,10,16,91
2015-04-11,14,7,23,4,6,10,10,24,16,114
2015-04-11,32,13,3,13,3,5,6,32,23,130
2015-04-11,6,32,25,3,6,5,8,5,34,124
2015-04-11,27,4,3,8,10,25,7,5,16,105
2015-04-11,4,6,8,25,10,10,32,5,16,116
2015-04-11,7,14,24,3,2,14,10,3,23,100
2015-04-11,6,5,25,24,3,3,5,10,54,135
2015-04-11,14,7,8,25,10,2,8,6,17,97
2015-04-11,4,32,3,25,25,6,13,9,17,134
2015-04-11,6,4,3,3,14,25,6,25,54,140
2015-04-11,6,5,4,4,3,10,5,9,17,63
2015-04-11,6,4,3,3,9,3,6,13,34,81
2015-04-11,4,7,4,24,10,2,4,3,34,92
2015-04-11,32,7,3,3,2,10,25,7,23,112
2015-04-11,7,10,4,3,5,6,7,4,16,62
2015-04-11,6,7,3,23,5,2,14,24,17,101
2015-04-11,27,7,3,25,10,10,5,14,16,117
2015-04-11,13,7,24,5,10,5,4,5,23,96
2015-04-11,14,7,3,4,10,5,3,3,34,83
2015-04-11,7,4,3,4,25,6,7,5,17,78
2015-04-11,5,7,3,13,14,6,14,6,22,90
2015-04-11,14,10,13,3,3,10,10,10,23,96
2015-04-11,10,4,23,24,2,3,6,10,34,116
2015-04-11,27,7,10,4,3,10,7,10,17,95
2015-04-11,27,4,3,8,10,9,3,5,22,91
2015-04-11,32,5,13,8,4,10,10,6,17,105
2015-04-11,27,6,25,8,6,10,5,32,17,136
2015-04-11,6,4,25,23,10,2,10,6,54,140
2015-04-11,5,10,4,3,10,10,13,24,34,113
2015-04-11,7,6,10,5,4,6,7,3,17,65
2015-04-11,4,10,10,4,10,3,13,5,16,75
2015-04-11,4,7,3,10,6,10,14,5,22,81
2015-04-11,7,4,3,3,5,3,9,5,22,61
2015-04-11,7,32,3,3,9,6,10,3,23,96
2015-04-11,4,27,4,8,5,10,7,10,16,91
2015-04-11,7,4,3,13,10,6,25,14,54,136
2015-04-11,7,5,3,24,9,5,3,4,54,114
2015-04-11,4,14,24,13,3,6,25,10,17,116
2015-04-11,7,10,13,24,10,6,10,14,22,116
2015-04-11,13,5,10,23,25,10,3,10,54,153
2015-04-11,32,4,8,10,5,5,10,3,17,94
2015-04-11,4,7,4,4,5,10,5,7,17,63
2015-04-11,13,32,8,3,5,5,10,6,23,105
2015-04-11,7,14,3,5,10,10,3,32,23,107
2015-04-11,32,4,10,3,10,3,25,10,23,120
2015-04-11,5,32,3,8,10,10,25,7,17,117
2015-04-11,5,32,25,8,10,2,10,23,17,132
2015-04-11,6,5,3,3,5,10,27,5,17,81
2015-04-11,32,4,23,3,9,5,25,10,16,127
2015-04-11,6,4,13,4,2,6,4,10,16,65
2015-04-11,4,6,5,3,10,4,5,25,16,78
2015-04-11,7,7,3,3,2,10,13,3,17,65
2015-04-11,32,5,3,8,10,5,10,10,17,100
2015-04-11,14,4,24,3,14,10,3,5,17,94
2015-04-11,5,6,3,24,5,5,7,4,17,76
2015-04-11,14,5,4,4,9,10,5,4,34,89
2015-04-11,14,32,10,4,9,6,10,23,16,124
2015-04-11,6,4,25,5,4,9,10,4,34,101
2015-04-11,4,27,24,10,6,10,27,6,17,131
2015-04-11,27,13,8,4,3,2,5,13,23,98
2015-04-11,7,6,3,25,5,9,10,3,23,91
2015-04-11,32,4,25,8,10,10,10,10,54,163
2015-04-11,4,7,25,3,5,6,10,5,16,81
2015-04-11,13,4,3,25,3,9,27,5,17,106
2015-04-11,7,7,8,10,10,10,3,5,34,94
2015-04-11,4,5,3,3,5,2,6,14,17,59
2015-04-11,13,7,23,4,5,10,27,10,17,116
2015-04-11,32,14,3,25,10,2,10,6,54,156
2015-04-11,6,7,4,23,14,4,3,13,17,91
2015-04-11,4,32,3,10,6,9,5,5,16,90
2015-04-11,4,7,3,4,2,6,9,10,54,99
2015-04-11,7,5,5,25,5,10,5,23,17,102
2015-04-11,13,27,25,3,2,10,4,10,17,111
2015-04-11,4,7,23,4,5,3,6,6,23,81
2015-04-11,7,14,3,13,4,5,6,10,17,79
2015-04-11,10,4,8,24,10,10,14,10,54,144
2015-04-11,5,4,4,8,5,3,3,10,23,65
2015-04-11,7,32,8,3,10,10,5,8,23,106
2015-04-11,6,4,3,24,2,10,14,6,34,103
2015-04-11,5,4,8,23,9,6,8,23,23,109
2015-04-11,7,10,8,23,9,10,10,24,17,118
2015-04-11,32,10,4,8,2,9,4,10,54,133
2015-04-11,7,4,3,4,10,6,25,13,17,89
2015-04-11,5,4,10,23,5,10,4,9,16,86
2015-04-11,5,5,25,3,3,6,10,10,17,84
2015-04-11,7,5,3,3,14,10,10,6,22,80
2015-04-11,32,7,25,13,6,10,5,10,17,125
2015-04-11,7,10,4,8,10,14,3,3,54,113
2015-04-11,7,5,3,25,10,3,3,14,22,92
2015-04-11,10,7,3,10,10,6,4,6,17,73
2015-04-11,5,7,25,3,3,2,10,5,34,94
2015-04-11,5,13,4,3,2,3,5,8,17,60
2015-04-11,6,27,3,25,3,10,25,7,16,122
2015-04-11,27,10,4,8,2,25,10,3,16,105
2015-04-11,7,7,4,25,14,2,14,27,17,117
2015-04-11,7,5,4,13,14,9,5,25,34,116
2015-04-11,5,6,23,3,5,25,4,10,34,115
2015-04-11,4,14,5,25,10,6,5,25,22,116
2015-04-11,27,4,8,3,25,5,5,10,22,109
2015-04-11,4,13,10,4,10,10,10,10,54,125
2015-04-11,10,13,3,5,10,10,6,10,23,90
2015-04-11,4,5,3,4,5,6,24,9,17,77
2015-04-11,27,5,3,25,5,4,8,4,17,98
2015-04-11,4,4,23,5,14,10,4,5,17,86
2015-04-11,4,4,25,13,10,3,3,5,54,121
2015-04-11,6,10,3,5,10,10,4,4,34,86
2015-04-11,7,5,25,3,25,10,4,10,17,106
2015-04-11,4,4,13,5,10,10,25,9,22,102
2015-04-11,4,10,5,3,10,14,7,5,23,81
2015-04-11,4,6,3,10,2,5,27,7,17,81
2015-04-11,7,27,3,5,25,9,10,3,34,123
2015-04-11,4,4,23,4,5,6,6,13,34,99
2015-04-11,4,6,25,3,10,6,8,8,23,93
2015-04-11,6,14,3,13,3,5,10,13,16,83
2015-04-11,4,27,10,25,9,14,10,5,23,127
2015-04-11,6,27,4,8,3,10,24,5,23,110
2015-04-11,32,7,3,10,5,14,7,27,22,127
2015-04-11,7,14,4,13,14,5,3,13,34,107
2015-04-11,7,4,13,24,4,5,5,8,17,87
2015-04-11,10,6,13,3,10,3,4,10,54,113
2015-04-11,14,5,25,10,4,10,3,23,17,111
2015-04-11,27,7,3,25,10,25,5,14,22,138
2015-04-11,10,27,24,4,10,10,25,10,23,143
2015-04-11,27,6,23,3,2,10,10,5,34,120
2015-04-11,32,5,3,23,6,10,6,5,34,124
2015-04-11,7,5,25,23,5,5,4,10,17,101
2015-04-11,4,10,25,3,10,4,14,6,23,99
2015-04-11,5,7,3,13,10,10,10,9,34,101
2015-04-11,7,14,5,23,5,4,10,25,54,147
2015-04-11,4,7,3,13,10,10,24,3,34,108
2015-04-11,4,4,13,4,5,5,5,8,17,65
2015-04-11,10,13,10,8,5,25,4,23,54,152
2015-04-11,7,27,4,4,2,5,9,32,17,107
2015-04-11,7,4,8,13,10,25,7,6,17,97
2015-04-11,13,4,10,25,5,3,10,10,34,114
2015-04-11,7,14,10,3,10,9,3,5,22,83
2015-04-11,13,4,4,3,6,10,3,5,22,70
2015-04-11,6,5,3,10,3,2,6,13,34,82
2015-04-11,4,4,25,10,10,25,6,4,34,122
2015-04-11,7,10,4,3,10,10,10,14,23,91
2015-04-11,5,4,4,23,5,9,5,25,17,97
2015-04-11,5,32,5,8,6,10,10,3,17,96
2015-04-11,27,7,23,25,10,10,7,3,54,166
2015-04-11,6,5,25,3,10,6,7,8,22,92
2015-04-11,4,27,3,3,10,14,7,4,23,95
2015-04-11,32,4,8,5,6,25,3,10,17,110
2015-04-11,7,27,4,8,6,3,5,13,22,95
2015-04-11,10,7,8,10,6,10,6,10,17,84
2015-04-11,6,14,3,8,5,10,10,5,23,84
2015-04-11,5,6,3,25,10,5,23,9,23,109
2015-04-11,4,5,13,25,4,10,5,13,16,95
2015-04-11,7,6,10,8,2,3,10,5,17,68
2015-04-11,5,5,8,13,14,3,10,10,54,122
2015-04-11,10,7,23,3,10,4,8,25,34,124
2015-04-11,27,14,5,3,5,6,5,10,34,109
2015-04-11,27,7,5,3,4,3,10,6,17,82
2015-04-11,7,14,4,10,10,10,8,4,23,90
2015-04-11,4,7,24,25,2,5,5,25,23,120
2015-04-11,4,5,3,13,10,3,10,6,54,108
2015-04-11,14,7,4,23,6,10,8,10,17,99
2015-04-11,4,7,3,8,10,10,24,4,17,87
2015-04-11,27,32,8,3,5,10,8,14,34,141
2015-04-11,4,5,4,24,6,10,7,9,17,86
2015-04-11,7,4,4,10,5,2,10,4,17,63
2015-04-11,14,4,23,4,10,10,3,10,23,101
2015-04-11,4,4,24,3,3,10,14,10,54,126
2015-04-11,13,6,5,8,10,10,3,6,22,83
2015-04-11,7,13,3,8,3,3,14,25,23,99
2015-04-11,5,6,4,8,10,6,4,24,16,83
2015-04-11,13,4,8,5,10,10,14,4,17,85
2015-04-11,27,4,5,25,2,2,27,23,34,149
2015-04-11,10,5,10,3,5,14,23,6,22,98
2015-04-11,32,5,3,3,10,14,25,7,17,116
2015-04-11,4,6,23,3,2,5,8,3,54,108
2015-04-11,7,27,5,4,2,6,23,10,23,107
2015-04-11,7,32,3,8,6,9,6,10,23,104
2015-04-11,4,5,25,8,10,10,3,10,22,97
2015-04-11,5,6,13,10,10,6,10,3,17,80
2015-04-11,4,4,3,13,5,10,27,5,23,94
2015-04-11,6,5,25,25,10,6,9,10,17,113
2015-04-11,7,4,25,4,2,3,9,5,17,76
2015-04-11,6,27,23,8,10,10,13,8,22,127
2015-04-11,5,32,5,4,3,3,10,14,34,110
2015-04-11,7,7,4,5,10,10,10,10,23,86
2015-04-11,7,27,4,24,6,4,4,8,54,138
2015-04-11,4,32,13,10,10,2,10,3,23,107
2015-04-11,5,7,23,8,10,5,10,10,17,95
2015-04-11,5,5,8,10,10,10,5,23,23,99
2015-04-11,32,7,8,5,14,3,27,7,22,125
2015-04-11,32,27,24,13,2,10,7,6,34,155
2015-04-11,27,4,4,25,10,5,13,3,17,108
2015-04-11,5,5,5,8,10,10,10,10,23,86
2015-04-11,4,5,4,23,10,10,10,10,34,110
2015-04-11,14,27,25,4,9,5,32,10,22,148
2015-04-11,14,7,3,25,2,5,24,5,54,139
2015-04-11,32,4,3,3,10,6,3,3,17,81
2015-04-11,5,4,8,13,4,3,3,27,17,84
2015-04-11,7,6,8,23,10,2,3,23,23,105
2015-04-11,14,4,23,13,10,10,7,23,34,138
2015-04-11,4,7,24,25,5,10,23,10,16,124
2015-04-11,5,13,4,3,10,2,5,10,16,68
2015-04-11,7,27,3,25,6,14,25,10,34,151
2015-04-11,4,32,3,5,6,3,3,24,22,102
2015-04-11,6,5,10,3,6,5,3,13,17,68
2015-04-11,14,7,24,23,6,4,5,4,16,103
2015-04-11,7,5,10,8,2,6,4,10,34,86
2015-04-11,10,13,8,4,2,5,5,3,34,84
2015-04-11,32,4,4,3,5,10,6,4,34,102
2015-04-11,4,6,25,10,10,5,13,10,34,117
2015-04-11,13,6,25,23,10,9,27,10,23,146
2015-04-11,7,27,4,3,6,10,3,4,17,81
2015-04-11,4,32,8,4,2,10,24,32,17,133
2015-04-11,6,14,24,25,10,6,5,10,17,117
2015-04-11,5,7,25,3,10,9,23,10,54,146
2015-04-11,32,7,10,3,10,9,13,3,23,110
2015-04-11,27,32,3,4,10,3,10,5,23,117
2015-04-11,7,4,25,4,2,5,25,25,54,151
2015-04-11,5,5,10,3,10,5,23,25,22,108
2015-04-11,27,4,24,3,10,10,5,4,23,110
2015-04-11,13,32,10,3,6,10,10,23,22,129
2015-04-11,7,4,3,3,3,10,5,5,34,74
2015-04-11,27,6,3,25,6,10,13,5,16,111
2015-04-11,4,5,13,5,3,14,32,5,34,115
2015-04-11,32,7,3,25,10,2,7,5,23,114
2015-04-11,4,7,4,23,10,10,14,3,34,109
2015-04-11,13,10,5,3,10,5,5,3,54,108
2015-04-11,7,27,23,3,3,10,5,10,16,104
2015-04-11,7,6,25,4,3,10,13,10,54,132
2015-04-11,4,7,8,4,4,25,10,13,17,92
2015-04-11,4,7,8,3,10,10,25,3,23,93
2015-04-11,4,4,13,3,10,10,10,3,22,79
2015-04-11,10,32,13,8,9,5,13,24,17,131
2015-04-11,14,7,3,5,10,5,13,10,23,90
2015-04-11,4,10,25,5,5,10,32,6,22,119
2015-04-11,7,7,3,4,25,14,5,10,17,92
2015-04-11,13,5,5,4,10,25,6,7,34,109
2015-04-11,4,5,4,3,9,6,4,25,54,114
2015-04-11,7,6,3,25,5,10,3,14,54,127
2015-04-11,13,4,23,3,10,2,4,8,54,121
2015-04-11,32,4,25,24,25,5,3,14,17,149
2015-04-11,5,4,3,25,2,6,10,10,23,88
2015-04-11,4,7,10,24,2,10,25,10,17,109
2015-04-11,4,7,4,25,4,10,27,5,16,102
2015-04-11,4,32,10,25,10,6,8,9,23,127
2015-04-11,5,14,3,13,5,5,7,8,22,82
2015-04-11,14,27,13,3,6,10,3,3,16,95
2015-04-11,5,7,8,25,3,10,5,10,17,90
2015-04-11,13,7,25,8,5,5,10,6,22,101
2015-04-11,14,4,10,3,10,14,25,3,16,99
2015-04-11,7,4,3,25,6,6,7,25,22,105
2015-04-11,10,27,4,3,3,10,4,10,22,93
2015-04-11,4,10,23,3,10,3,10,25,54,142
2015-04-11,6,4,3,3,25,10,4,3,16,74
2015-04-11,4,14,5,23,2,10,8,14,22,102
2015-04-11,4,4,25,4,2,10,4,10,17,80
2015-04-11,7,10,3,4,3,9,23,5,34,98
2015-04-11,4,6,3,23,10,10,4,10,17,87
2015-04-11,7,32,3,3,25,3,27,3,23,126
2015-04-11,7,14,23,8,10,14,9,7,34,126
2015-04-11,7,6,4,3,5,4,10,10,17,66
2015-04-11,32,7,3,3,6,10,10,6,17,94
2015-04-11,13,7,5,3,5,6,5,6,16,66
2015-04-11,4,4,3,8,4,10,10,6,22,71
2015-04-11,7,4,25,13,5,25,27,24,17,147
2015-04-11,4,6,13,3,10,10,4,3,17,70
2015-04-11,10,4,23,10,10,5,14,3,54,133
2015-04-11,7,7,5,10,2,3,5,4,17,60
